Campaign type,Campaign,Status,Country,Profile,Portfolio,Target type,Daily Budget,Current Budget,Bidding Strategy,SP Off-site Ads Strategy,Labels,Budget group,Impressions(Current period),Impressions(Comparison period),Impressions(Sequential growth rate),Clicks(Current period),Clicks(Comparison period),Clicks(Sequential growth rate),CTR(Current period),CTR(Comparison period),CTR(Sequential growth rate),Spend(Current period),Spend(Comparison period),Spend(Sequential growth rate),CPC(Current period),CPC(Comparison period),CPC(Sequential growth rate),Orders(Current period),Orders(Comparison period),Orders(Sequential growth rate),Sales(Current period),Sales(Comparison period),Sales(Sequential growth rate),Units(Current period),Units(Comparison period),Units(Sequential growth rate),CVR(Current period),CVR(Comparison period),CVR(Sequential growth rate),ACOS(Current period),ACOS(Comparison period),ACOS(Sequential growth rate),ROAS(Current period),ROAS(Comparison period),ROAS(Sequential growth rate),CPA(Current period),CPA(Comparison period),CPA(Sequential growth rate),Sales Same SKU(Current period),Sales Same SKU(Comparison period),Sales Same SKU(Sequential growth rate),Sales Other SKU(Current period),Sales Other SKU(Comparison period),Sales Other SKU(Sequential growth rate),Orders Same SKU(Current period),Orders Same SKU(Comparison period),Orders Same SKU(Sequential growth rate),Orders Other SKU(Current period),Orders Other SKU(Comparison period),Orders Other SKU(Sequential growth rate),Units Same SKU(Current period),Units Same SKU(Comparison period),Units Same SKU(Sequential growth rate),Units Other SKU(Current period),Units Other SKU(Comparison period),Units Other SKU(Sequential growth rate)
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_dad christmas gifts from daughter b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,601,481,0.2495,6,3,1,0.01,0.0062,0.6129,14.44,8.25,0.7503,2.41,2.75,-0.1236,3,2,0.5,41.97,27.98,0.5,3,2,0.5,0.5,0.6667,-0.25,0.3441,0.2949,0.1668,2.91,3.39,-0.1416,4.81,4.13,0.1646,41.97,27.98,0.5,0,0,0,3,2,0.5,--,--,--,3,2,0.5,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_gifts for dad from daughter b,p 1",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids down only,NOT_SET,--,,315,776,-0.5941,5,3,0.6667,0.0159,0.0039,3.0769,13.5,8.13,0.6605,2.7,2.71,-0.0037,3,0,3,41.97,0,41.97,3,0,3,0.6,0,60,0.3217,--,--,3.11,0,3.11,4.5,0,4.5,41.97,0,41.97,0,0,0,3,0,3,--,--,--,3,0,3,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_best dad christmas ornament b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,267,261,0.023,0,2,-1,0,0.0077,-1,0,5.12,-1,--,2.56,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_merry christmas dad b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,300,129,1.3256,1,2,-0.5,0.0033,0.0155,-0.7871,2.25,4.5,-0.5,2.25,2.25,0,0,1,-1,0,13.99,-1,0,1,-1,0,0.5,-1,--,0.3217,--,0,3.11,-1,0,4.5,-1,0,13.99,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_ornament for dad b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1200,376,2.1915,3,2,0.5,0.0025,0.0053,-0.5283,5.43,3.6,0.5083,1.81,1.8,0.0056,2,0,2,20.98,0,20.98,2,0,2,0.6667,0,66.67,0.2588,--,--,3.86,0,3.86,2.72,0,2.72,13.99,0,13.99,6.99,0,6.99,1,0,1,1,--,--,1,0,1,1,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_dad gifts from daughter b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids down only,NOT_SET,--,,929,342,1.7164,6,0,6,0.0065,0,0.65,14.25,0,14.25,2.38,--,--,2,0,2,27.98,0,27.98,2,0,2,0.3333,--,--,0.5093,--,--,1.96,--,--,7.13,0,7.13,27.98,0,27.98,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_gifts for your dad b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,64,436,-0.8532,2,5,-0.6,0.0313,0.0115,1.7217,4.5,10.74,-0.581,2.25,2.15,0.0465,0,1,-1,0,13.99,-1,0,1,-1,0,0.2,-1,--,0.7677,--,0,1.3,-1,0,10.74,-1,0,13.99,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_dad christmas gifts b,p 2",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,604,600,0.0067,6,0,6,0.0099,0,0.99,13.5,0,13.5,2.25,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_dad ornaments b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1364,875,0.5589,5,1,4,0.0037,0.0011,2.3636,12.83,2.8,3.5821,2.57,2.8,-0.0821,3,0,3,40.96,0,40.96,3,0,3,0.6,0,60,0.3132,--,--,3.19,0,3.19,4.28,0,4.28,27.98,0,27.98,12.98,0,12.98,2,0,2,1,--,--,2,0,2,1,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_dad ornament 2024 b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,596,69,7.6377,4,1,3,0.0067,0.0145,-0.5379,9.11,2.25,3.0489,2.28,2.25,0.0133,2,1,1,41.97,13.99,2,3,1,2,0.5,1,-0.5,0.2171,0.1608,0.3501,4.61,6.22,-0.2588,4.56,2.25,1.0267,41.97,13.99,2,0,0,0,2,1,1,--,--,--,3,1,2,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_mom christmas gifts b,p 1",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1261,753,0.6746,0,2,-1,0,0.0027,-1,0,4.83,-1,--,2.42,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_mom gifts b,p 1",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,655,1700,-0.6147,4,4,0,0.0061,0.0024,1.5417,7.2,7.8,-0.0769,1.8,1.95,-0.0769,2,1,1,22.46,12.98,0.7304,2,1,1,0.5,0.25,1,0.3206,0.6009,-0.4665,3.12,1.66,0.8795,3.6,7.8,-0.5385,12.98,12.98,0,9.48,0,9.48,1,1,0,1,--,--,1,1,0,1,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_gifts for mom b,p 1",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,132,3449,-0.9617,0,6,-1,0,0.0017,-1,0,14.25,-1,--,2.38,--,0,1,-1,0,12.98,-1,0,1,-1,--,0.1667,--,--,1.0978,--,--,0.91,--,0,14.25,-1,0,12.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_mom glass heart b,p",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,261,238,0.0966,3,1,2,0.0115,0.0042,1.7381,8.49,1.97,3.3096,2.83,1.97,0.4365,0,1,-1,0,12.98,-1,0,1,-1,0,1,-1,--,0.1518,--,0,6.59,-1,0,1.97,-1,0,12.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_mom ornament 2024 b,p",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1637,521,2.142,2,4,-0.5,0.0012,0.0077,-0.8442,4.5,8.1,-0.4444,2.25,2.03,0.1084,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_mom christmas ornament 2024 b,p",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,33,35,-0.0571,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_single mom christmas ornament b,p",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,5,20,-0.75,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_mom christmas ornament b,p 1",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,260,629,-0.5866,5,6,-0.1667,0.0192,0.0095,1.0211,12.75,15.49,-0.1769,2.55,2.58,-0.0116,4,2,1,51.92,25.96,1,4,2,1,0.8,0.3333,1.4002,0.2456,0.5967,-0.5884,4.07,1.68,1.4226,3.19,7.75,-0.5884,51.92,25.96,1,0,0,0,4,2,1,--,--,--,4,2,1,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_love you mom b,p",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,55,194,-0.7165,2,3,-0.3333,0.0364,0.0155,1.3484,3.42,5.4,-0.3667,1.71,1.8,-0.05,0,1,-1,0,12.98,-1,0,1,-1,0,0.3333,-1,--,0.416,--,0,2.4,-1,0,5.4,-1,0,12.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_christmas ornament for mom b,p",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,119,133,-0.1053,6,5,0.2,0.0504,0.0376,0.3404,11.77,9.6,0.226,1.96,1.92,0.0208,4,2,1,51.92,25.96,1,4,2,1,0.6667,0.4,0.6667,0.2267,0.3698,-0.387,4.41,2.7,0.6333,2.94,4.8,-0.3875,51.92,25.96,1,0,0,0,4,2,1,--,--,--,4,2,1,--,--,--
sponsoredProducts,"B0DJZ1LW8L_Orna_Love you mom glass_ornament for mom b,p",Paused,US,NewEleven,B0DJZ1LW8L_ORNAMENT_LOVE YOU MOM GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1248,2342,-0.4671,8,5,0.6,0.0064,0.0021,2.0476,16.2,9.6,0.6875,2.03,1.92,0.0573,5,3,0.6667,65.91,51.92,0.2695,5,4,0.25,0.625,0.6,0.0417,0.2458,0.1849,0.3294,4.07,5.41,-0.2477,3.24,3.2,0.0125,51.92,51.92,0,13.99,0,13.99,4,3,0.3333,1,--,--,4,4,0,1,--,--
sponsoredProducts,B0DCJM56W3_CF_Mom est 2025_auto 2,Paused,US,NewEleven,B0DCJM56W3_COFFEE GLASS_MOM EST 2025_TRINH,auto,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,1597,2037,-0.216,8,9,-0.1111,0.005,0.0044,0.1364,12.5,13.82,-0.0955,1.56,1.54,0.013,1,2,-0.5,19.98,39.96,-0.5,1,2,-0.5,0.125,0.2222,-0.4374,0.6256,0.3458,0.8091,1.6,2.89,-0.4464,12.5,6.91,0.809,19.98,39.96,-0.5,0,0,0,1,2,-0.5,--,--,--,1,2,-0.5,--,--,--
sponsoredProducts,B0DCJM56W3_CF_Mom est 2025_auto,Paused,US,NewEleven,B0DCJM56W3_COFFEE GLASS_MOM EST 2025_TRINH,auto,$8.00,$0.00,Dynamic bids down only,NOT_SET,--,,1064,6224,-0.829,8,9,-0.1111,0.0075,0.0014,4.3571,13.44,13.82,-0.0275,1.68,1.54,0.0909,1,2,-0.5,19.98,39.96,-0.5,1,2,-0.5,0.125,0.2222,-0.4374,0.6727,0.3458,0.9453,1.49,2.89,-0.4844,13.44,6.91,0.945,19.98,39.96,-0.5,0,0,0,1,2,-0.5,--,--,--,1,2,-0.5,--,--,--
sponsoredProducts,"B0CJLM3SV5_20oz_Awesome like my daughter black_gifts for dads from daughter b,p",Paused,US,NewEleven,B0CJLM3SV5_TUMBLER 20_AWESOME LIKE MY DAUGHTER BLACK_THILE,manual,$15.00,$0.00,Dynamic bids and down,NOT_SET,--,,386,277,0.3935,8,2,3,0.0207,0.0072,1.875,15,3.8,2.9474,1.88,1.9,-0.0105,2,0,2,46.96,0,46.96,2,0,2,0.25,0,25,0.3194,--,--,3.13,0,3.13,7.5,0,7.5,24.98,0,24.98,21.98,0,21.98,1,0,1,1,--,--,1,0,1,1,--,--
sponsoredProducts,"B0CJLM3SV5_20oz_Awesome like my daughter black_bonus dad gifts b,p",Paused,US,NewEleven,B0CJLM3SV5_TUMBLER 20_AWESOME LIKE MY DAUGHTER BLACK_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,54,54,0,0,1,-1,0,0.0185,-1,0,1.5,-1,--,1.5,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CJLM3SV5_20oz_Awesome like my daughter black_funny dad gifts b,p",Paused,US,NewEleven,B0CJLM3SV5_TUMBLER 20_AWESOME LIKE MY DAUGHTER BLACK_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,345,215,0.6047,2,3,-0.3333,0.0058,0.014,-0.5857,4.08,5,-0.184,2.04,1.67,0.2216,1,1,0,24.98,24.98,0,1,1,0,0.5,0.3333,0.5002,0.1633,0.2002,-0.1843,6.12,5,0.224,4.08,5,-0.184,24.98,24.98,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0CJLM3SV5_20oz_Awesome like my daughter black_christmas gift for dad b,p",Paused,US,NewEleven,B0CJLM3SV5_TUMBLER 20_AWESOME LIKE MY DAUGHTER BLACK_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,536,221,1.4253,5,0,5,0.0093,0,0.93,10.41,0,10.41,2.08,--,--,2,0,2,49.96,0,49.96,2,0,2,0.4,--,--,0.2084,--,--,4.8,--,--,5.21,0,5.21,49.96,0,49.96,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B0DLVS7R7V_Orna_1st christmas retired 2024 glass_retirement christmas ornament 2024 b,p",Paused,US,NewEleven,x B0DLVS7R7V_ORNAMENT_1ST CHRISTMAS RETIRED 2024 GLASS,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,69,169,-0.5917,2,5,-0.6,0.029,0.0296,-0.0203,3.97,9.5,-0.5821,1.99,1.9,0.0474,1,1,0,16.99,16.99,0,1,1,0,0.5,0.2,1.5,0.2337,0.5592,-0.5821,4.28,1.79,1.3911,3.97,9.5,-0.5821,16.99,16.99,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0DLVS7R7V_Orna_1st christmas retired 2024 glass_retirement ornament 2024 b,p",Paused,US,NewEleven,x B0DLVS7R7V_ORNAMENT_1ST CHRISTMAS RETIRED 2024 GLASS,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,316,285,0.1088,11,10,0.1,0.0348,0.0351,-0.0085,19.94,18.3,0.0896,1.81,1.83,-0.0109,6,3,1,101.94,50.97,1,6,3,1,0.5455,0.3,0.8183,0.1956,0.359,-0.4552,5.11,2.79,0.8315,3.32,6.1,-0.4557,101.94,33.98,2,0,16.99,-1,6,2,2,--,1,--,6,2,2,--,1,--
sponsoredProducts,"B0CY4G9VSR_hat_don't be a dumb bass_funny fishing hat b,p",Paused,US,NewEleven,B0CY4G9VSR_HAT_DON'T BE A DUMB BASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,432,203,1.1281,2,1,1,0.0046,0.0049,-0.0612,1.75,1,0.75,0.88,1,-0.12,0,1,-1,0,28.48,-1,0,1,-1,0,1,-1,--,0.0351,--,0,28.48,-1,0,1,-1,0,28.48,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CY4G9VSR_hat_don't be a dumb bass_fish hats b,p",Paused,US,NewEleven,B0CY4G9VSR_HAT_DON'T BE A DUMB BASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,415,343,0.2099,2,2,0,0.0048,0.0058,-0.1724,1.2,1.2,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CY4G9VSR_hat_don't be a dumb bass_fishing hat for men b,p 1",Paused,US,NewEleven,B0CY4G9VSR_HAT_DON'T BE A DUMB BASS_NGAN,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,997,2099,-0.525,2,2,0,0.002,0.001,1,1.47,2,-0.265,0.74,1,-0.26,0,1,-1,0,28.48,-1,0,1,-1,0,0.5,-1,--,0.0702,--,0,14.24,-1,0,2,-1,0,28.48,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CY4G9VSR_hat_don't be a dumb bass_fish hat b,p",Paused,US,NewEleven,B0CY4G9VSR_HAT_DON'T BE A DUMB BASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,260,210,0.2381,2,2,0,0.0077,0.0095,-0.1895,1.2,1.4,-0.1429,0.6,0.7,-0.1429,0,1,-1,0,28.48,-1,0,1,-1,0,0.5,-1,--,0.0492,--,0,20.34,-1,0,1.4,-1,0,28.48,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_first christmas in new home ornament 2024 b,p 1",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,3201,1332,1.4032,13,9,0.4444,0.0041,0.0068,-0.3971,21,14,0.5,1.62,1.56,0.0385,4,2,1,59.96,29.98,1,4,2,1,0.3077,0.2222,0.3848,0.3502,0.467,-0.2501,2.86,2.14,0.3364,5.25,7,-0.25,59.96,29.98,1,0,0,0,4,2,1,--,--,--,4,2,1,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_new home 2024 ornament b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,3197,2571,0.2435,15,5,2,0.0047,0.0019,1.4737,23.4,6,2.9,1.56,1.2,0.3,2,0,2,29.98,0,29.98,2,0,2,0.1333,0,13.33,0.7805,--,--,1.28,0,1.28,11.7,0,11.7,29.98,0,29.98,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B0C9D2PHMH_20oz Cool aunt club white_auntie gift ideas b,p 1",Paused,US,NewEleven,B0C9D2PHMH_TUMBLER 20_COOL AUNT CLUB WHITE_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,613,847,-0.2763,3,5,-0.4,0.0049,0.0059,-0.1695,3.83,6.4,-0.4016,1.28,1.28,0,1,2,-0.5,21.98,41.96,-0.4762,1,2,-0.5,0.3333,0.4,-0.1668,0.1742,0.1525,0.1423,5.74,6.56,-0.125,3.83,3.2,0.1969,21.98,21.98,0,0,19.98,-1,1,1,0,--,1,--,1,1,0,--,1,--
sponsoredProducts,"B0BYCT1SRJ_CF_Cool aunt club_best aunt b,p 1",Paused,US,NewEleven,B0BYCT1SRJ_COFFEE GLASS_COOL AUNT CLUB_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,4178,2420,0.7264,6,9,-0.3333,0.0014,0.0037,-0.6216,9.18,13.36,-0.3129,1.53,1.48,0.0338,1,2,-0.5,20.98,41.96,-0.5,1,2,-0.5,0.1667,0.2222,-0.2498,0.4376,0.3184,0.3744,2.29,3.14,-0.2707,9.18,6.68,0.3743,0,20.98,-1,20.98,20.98,0,0,1,-1,1,1,0,0,1,-1,1,1,0
sponsoredProducts,"B0BYCT1SRJ_CF_Cool aunt club_gifts for aunt b,p 1",Paused,US,NewEleven,B0BYCT1SRJ_COFFEE GLASS_COOL AUNT CLUB_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,3685,2428,0.5177,11,8,0.375,0.003,0.0033,-0.0909,13.5,8.85,0.5254,1.23,1.11,0.1081,5,4,0.25,126.88,83.92,0.5119,6,4,0.5,0.4545,0.5,-0.091,0.1064,0.1055,0.0085,9.4,9.48,-0.0084,2.7,2.21,0.2217,83.92,62.94,0.3333,42.96,20.98,1.0477,3,3,0,2,1,1,4,3,0.3333,2,1,1
sponsoredProducts,"B0CQJZP6TK_CF_In my auntie era_auntie era b,p",Paused,US,NewEleven,B0CQJZP6TK_COFFEE GLASS_IN MY AUNTIE ERA + AUNTIE NUTRITION_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,107,123,-0.1301,4,5,-0.2,0.0374,0.0407,-0.0811,5.6,7.27,-0.2297,1.4,1.45,-0.0345,3,0,3,62.94,0,62.94,3,0,3,0.75,0,75,0.089,--,--,11.24,0,11.24,1.87,0,1.87,62.94,0,62.94,0,0,0,3,0,3,--,--,--,3,0,3,--,--,--
sponsoredProducts,"B0CQJZP6TK_CF_In my auntie era_gifts for auntie b,p",Paused,US,NewEleven,B0CQJZP6TK_COFFEE GLASS_IN MY AUNTIE ERA + AUNTIE NUTRITION_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1060,357,1.9692,7,5,0.4,0.0066,0.014,-0.5286,12.69,8.9,0.4258,1.81,1.78,0.0169,1,2,-0.5,20.98,41.96,-0.5,1,2,-0.5,0.1429,0.4,-0.6428,0.6049,0.2121,1.852,1.65,4.71,-0.6497,12.69,4.45,1.8517,20.98,41.96,-0.5,0,0,0,1,2,-0.5,--,--,--,1,2,-0.5,--,--,--
sponsoredProducts,"B0CQJZP6TK_CF_In my auntie era_auntie b,p 2",Paused,US,NewEleven,B0CQJZP6TK_COFFEE GLASS_IN MY AUNTIE ERA + AUNTIE NUTRITION_THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,2038,2431,-0.1617,29,20,0.45,0.0142,0.0082,0.7317,39.1,28.48,0.3729,1.35,1.42,-0.0493,10,5,1,292.72,125.88,1.3254,14,6,1.3333,0.3448,0.25,0.3792,0.1336,0.2262,-0.4094,7.49,4.42,0.6946,3.91,5.7,-0.314,251.76,125.88,1,40.96,0,40.96,8,5,0.6,2,--,--,12,6,1,2,--,--
sponsoredProducts,"TEST_christian white elephant gifts_b,p",Paused,US,NewEleven,TEST KEY ORNAMENT,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,478,614,-0.2215,5,10,-0.5,0.0105,0.0163,-0.3558,3.14,5.74,-0.453,0.63,0.57,0.1053,0,2,-1,0,43.96,-1,0,2,-1,0,0.2,-1,--,0.1306,--,0,7.66,-1,0,2.87,-1,0,43.96,-1,0,0,0,0,2,-1,--,--,--,0,2,-1,--,--,--
sponsoredProducts,"B0C1BYB4SH_CF_Daisy_daisy cup b,p",Paused,US,NewEleven,B0C1BYB4SH_COFFEE GLASS_DAISY_TRINH,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,261,240,0.0875,4,3,0.3333,0.0153,0.0125,0.224,3.5,2.75,0.2727,0.88,0.92,-0.0435,2,1,1,19.96,9.99,0.998,2,1,1,0.5,0.3333,0.5002,0.1754,0.2753,-0.3629,5.7,3.63,0.5702,1.75,2.75,-0.3636,19.96,0,19.96,0,9.99,-1,2,0,2,--,1,--,2,0,2,--,1,--
sponsoredProducts,"B0C1C1F4M4_CF_Floral_cute cup b,p",Paused,US,NewEleven,B0C1BYB4SH_COFFEE GLASS_DAISY_TRINH,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,260,168,0.5476,4,4,0,0.0154,0.0238,-0.3529,2.97,3.18,-0.066,0.74,0.8,-0.075,2,2,0,29.96,19.96,0.501,2,2,0,0.5,0.5,0,0.0991,0.1593,-0.3779,10.09,6.28,0.6067,1.49,1.59,-0.0629,9.98,19.96,-0.5,19.98,0,19.98,1,2,-0.5,1,--,--,1,2,-0.5,1,--,--
sponsoredProducts,"B0C1C1F4M4_CF_Floral_pink secret santa gifts b,p",Paused,US,NewEleven,B0C1BYB4SH_COFFEE GLASS_DAISY_TRINH,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,85,79,0.0759,3,3,0,0.0353,0.038,-0.0711,3,2.7,0.1111,1,0.9,0.1111,1,0,1,9.98,0,9.98,1,0,1,0.3333,0,33.33,0.3006,--,--,3.33,0,3.33,3,0,3,0,0,0,9.98,0,9.98,0,0,0,1,--,--,0,0,0,1,--,--
