Campaign type,Campaign,Status,Country,Profile,Portfolio,Target type,Daily Budget,Current Budget,Bidding Strategy,SP Off-site Ads Strategy,Labels,Budget group,Impressions(Current period),Impressions(Comparison period),Impressions(Sequential growth rate),Clicks(Current period),Clicks(Comparison period),Clicks(Sequential growth rate),CTR(Current period),CTR(Comparison period),CTR(Sequential growth rate),Spend(Current period),Spend(Comparison period),Spend(Sequential growth rate),CPC(Current period),CPC(Comparison period),CPC(Sequential growth rate),Orders(Current period),Orders(Comparison period),Orders(Sequential growth rate),Sales(Current period),Sales(Comparison period),Sales(Sequential growth rate),Units(Current period),Units(Comparison period),Units(Sequential growth rate),CVR(Current period),CVR(Comparison period),CVR(Sequential growth rate),ACOS(Current period),ACOS(Comparison period),ACOS(Sequential growth rate),ROAS(Current period),ROAS(Comparison period),ROAS(Sequential growth rate),CPA(Current period),CPA(Comparison period),CPA(Sequential growth rate),Sales Same SKU(Current period),Sales Same SKU(Comparison period),Sales Same SKU(Sequential growth rate),Sales Other SKU(Current period),Sales Other SKU(Comparison period),Sales Other SKU(Sequential growth rate),Orders Same SKU(Current period),Orders Same SKU(Comparison period),Orders Same SKU(Sequential growth rate),Orders Other SKU(Current period),Orders Other SKU(Comparison period),Orders Other SKU(Sequential growth rate),Units Same SKU(Current period),Units Same SKU(Comparison period),Units Same SKU(Sequential growth rate),Units Other SKU(Current period),Units Other SKU(Comparison period),Units Other SKU(Sequential growth rate)
sponsoredProducts,"B0D6NQ8KL6_Tote bag_Born to read_gifts for readers b,p 1",Paused,US,NewEleven,B0D6NQ8KL6_TOTE BAG_BORN TO READ FORCED TO WORK_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1021,309,2.3042,4,4,0,0.0039,0.0129,-0.6977,6.5,6.75,-0.037,1.63,1.69,-0.0355,1,0,1,19.98,0,19.98,1,0,1,0.25,0,25,0.3253,--,--,3.07,0,3.07,6.5,0,6.5,19.98,0,19.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0D6NQ8KL6_Tote bag_Born to read_gifts for book lovers b,p 1",Paused,US,NewEleven,B0D6NQ8KL6_TOTE BAG_BORN TO READ FORCED TO WORK_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,814,2186,-0.6276,3,5,-0.4,0.0037,0.0023,0.6087,6,7.85,-0.2357,2,1.57,0.2739,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CN8ZK2X8_20oz_Vintage 1984 weird being old people black_40th birthday gifts for men unique b,p",Paused,US,NewEleven,x B0CN8ZK2X8_TUMBLER 20_VINTAGE 1984 WEIRD BEING OLD PEOPLE BLACK,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,67,133,-0.4962,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CN8ZK2X8_20oz_Vintage 1984 weird being old people black_happy 40th birthday decorations b,p",Paused,US,NewEleven,x B0CN8ZK2X8_TUMBLER 20_VINTAGE 1984 WEIRD BEING OLD PEOPLE BLACK,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,36,4,8,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CN8ZK2X8_20oz_Vintage 1984 weird being old people black_40th birthday decorations for men b,p",Paused,US,NewEleven,x B0CN8ZK2X8_TUMBLER 20_VINTAGE 1984 WEIRD BEING OLD PEOPLE BLACK,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,280,72,2.8889,2,0,2,0.0071,0,0.71,3.6,0,3.6,1.8,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CN8ZK2X8_20oz_Vintage 1984 weird being old people black_40th birthday gifts men b,p",Paused,US,NewEleven,x B0CN8ZK2X8_TUMBLER 20_VINTAGE 1984 WEIRD BEING OLD PEOPLE BLACK,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,415,42,8.881,3,1,2,0.0072,0.0238,-0.6975,6,1.8,2.3333,2,1.8,0.1111,1,0,1,14.98,0,14.98,1,0,1,0.3333,0,33.33,0.4005,--,--,2.5,0,2.5,6,0,6,0,0,0,14.98,0,14.98,0,0,0,1,--,--,0,0,0,1,--,--
sponsoredProducts,"B0CN8ZK2X8_20oz_Vintage 1984 weird being old people black_40th birthday b,p",Paused,US,NewEleven,x B0CN8ZK2X8_TUMBLER 20_VINTAGE 1984 WEIRD BEING OLD PEOPLE BLACK,manual,$15.00,$0.00,Dynamic bids and down,NOT_SET,--,,472,645,-0.2682,4,3,0.3333,0.0085,0.0047,0.8085,7,4.92,0.4228,1.75,1.64,0.0671,1,2,-0.5,29.96,29.96,0,2,2,0,0.25,0.6667,-0.625,0.2336,0.1642,0.4227,4.28,6.09,-0.2972,7,2.46,1.8455,0,0,0,29.96,29.96,0,0,0,0,1,2,-0.5,0,0,0,2,2,0
sponsoredProducts,"B0CN8ZK2X8_20oz_Vintage 1984 weird being old people black_40th birthday decorations b,p",Paused,US,NewEleven,x B0CN8ZK2X8_TUMBLER 20_VINTAGE 1984 WEIRD BEING OLD PEOPLE BLACK,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,108,68,0.5882,1,1,0,0.0093,0.0147,-0.3673,1.5,1.5,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,B0CN8ZK2X8_20oz_Vintage 1984 weird being old people black_auto,Paused,US,NewEleven,x B0CN8ZK2X8_TUMBLER 20_VINTAGE 1984 WEIRD BEING OLD PEOPLE BLACK,auto,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,571,2054,-0.722,3,5,-0.4,0.0053,0.0024,1.2083,4.96,7.5,-0.3387,1.65,1.5,0.1,1,0,1,14.98,0,14.98,1,0,1,0.3333,0,33.33,0.3311,--,--,3.02,0,3.02,4.96,0,4.96,14.98,0,14.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_auto,Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,auto,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2737,851,2.2162,38,16,1.375,0.0139,0.0188,-0.2606,29.81,22.37,0.3326,0.78,1.4,-0.4429,12,4,2,272.74,83.92,2.25,13,4,2.25,0.3158,0.25,0.2632,0.1093,0.2666,-0.59,9.15,3.75,1.44,2.48,5.59,-0.5564,272.74,83.92,2.25,0,0,0,12,4,2,--,--,--,13,4,2.25,--,--,--
sponsoredProducts,"B0C242DYT4_CF_Freaking cow_cow lovers gifts for women b,p",Paused,US,NewEleven,B0C242DYT4_COFFEE GLASS_FREAKING COW_TRINH,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,913,536,0.7034,3,4,-0.25,0.0033,0.0075,-0.56,2.58,4.58,-0.4367,0.86,1.15,-0.2522,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0C242DYT4_CF_Freaking cow_cow gifts for women cow lovers b,p",Paused,US,NewEleven,B0C242DYT4_COFFEE GLASS_FREAKING COW_TRINH,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,418,378,0.1058,5,2,1.5,0.012,0.0053,1.2642,7.09,2.29,2.0961,1.42,1.15,0.2348,3,0,3,59.94,0,59.94,3,0,3,0.6,0,60,0.1183,--,--,8.45,0,8.45,2.36,0,2.36,59.94,0,59.94,0,0,0,3,0,3,--,--,--,3,0,3,--,--,--
sponsoredProducts,"B0C242DYT4_CF_Freaking cow_highland cow gifts b,p",Paused,US,NewEleven,B0C242DYT4_COFFEE GLASS_FREAKING COW_TRINH,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,302,1218,-0.7521,4,4,0,0.0132,0.0033,3,4.95,4.69,0.0554,1.24,1.17,0.0598,0,1,-1,0,19.98,-1,0,1,-1,0,0.25,-1,--,0.2347,--,0,4.26,-1,0,4.69,-1,0,19.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0C242DYT4_CF_Freaking cow_cow gifts for women b,p",Paused,US,NewEleven,B0C242DYT4_COFFEE GLASS_FREAKING COW_TRINH,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,70,498,-0.8594,4,4,0,0.0571,0.008,6.1375,5.2,4.8,0.0833,1.3,1.2,0.0833,1,0,1,19.98,0,19.98,1,0,1,0.25,0,25,0.2603,--,--,3.84,0,3.84,5.2,0,5.2,19.98,0,19.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_boss gifts for women b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,52,477,-0.891,1,4,-0.75,0.0192,0.0084,1.2857,0.75,5.2,-0.8558,0.75,1.3,-0.4231,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_chaos coordinator gifts b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,701,377,0.8594,9,5,0.8,0.0128,0.0133,-0.0376,8.38,4.8,0.7458,0.93,0.96,-0.0312,1,1,0,20.98,20.98,0,1,1,0,0.1111,0.2,-0.4445,0.3994,0.2288,0.7456,2.5,4.37,-0.4279,8.38,4.8,0.7458,20.98,20.98,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_gifts for boss b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,409,288,0.4201,4,5,-0.2,0.0098,0.0174,-0.4368,3.25,5.6,-0.4196,0.81,1.12,-0.2768,1,1,0,20.98,20.98,0,1,1,0,0.25,0.2,0.25,0.1549,0.2669,-0.4196,6.46,3.75,0.7227,3.25,5.6,-0.4196,20.98,20.98,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_gifts for coworkers female b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,9,525,-0.9829,0,7,-1,0,0.0133,-1,0,9.46,-1,--,1.35,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_co workers christmas gift ideas b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,23,85,-0.7294,0,3,-1,0,0.0353,-1,0,4.8,-1,--,1.6,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_boss lady gifts for women b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,11,168,-0.9345,2,4,-0.5,0.1818,0.0238,6.6387,1.5,4.76,-0.6849,0.75,1.19,-0.3697,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_secret santa gifts for coworker b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,8,414,-0.9807,0,4,-1,0,0.0097,-1,0,7.71,-1,--,1.93,--,0,1,-1,0,20.98,-1,0,1,-1,--,0.25,--,--,0.3675,--,--,2.72,--,0,7.71,-1,0,20.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_boss gifts b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1566,555,1.8216,18,8,1.25,0.0115,0.0144,-0.2014,25.17,11.97,1.1028,1.4,1.5,-0.0667,3,4,-0.25,66.44,96.91,-0.3144,3,5,-0.4,0.1667,0.5,-0.6666,0.3788,0.1235,2.0672,2.64,8.1,-0.6741,8.39,2.99,1.806,41.96,83.92,-0.5,24.48,12.99,0.8845,2,3,-0.3333,1,1,0,2,4,-0.5,1,1,0
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_cool gifts for coworkers b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1,132,-0.9924,0,4,-1,0,0.0303,-1,0,6.5,-1,--,1.63,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CFQ4CDD5_20oz_Chaos coordinator+You are awesome white_coworker gifts b,p",Paused,US,NewEleven,B0CFQ4CDD5_TUMBLER 20_CHAOS COORDINATOR + YOU ARE AWESOME WHITE THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,103,50,1.06,1,4,-0.75,0.0097,0.08,-0.8788,0.75,5.29,-0.8582,0.75,1.32,-0.4318,0,1,-1,0,20.98,-1,0,1,-1,0,0.25,-1,--,0.2521,--,0,3.97,-1,0,5.29,-1,0,20.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CQ2K12H3_20oz_Favorite grandchild + grandma nutri_gifts for grandma unique b,p",Paused,US,NewEleven,B0CQ2K12H3_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDMA NUTRITION WHITE_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,269,169,0.5917,3,3,0,0.0112,0.0178,-0.3708,5.5,5,0.1,1.83,1.67,0.0958,0,1,-1,0,18.49,-1,0,1,-1,0,0.3333,-1,--,0.2704,--,0,3.7,-1,0,5,-1,0,18.49,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CQ2K12H3_20oz_Favorite grandchild + grandma nutri_grandma gifts for christmas b,p 1",Paused,US,NewEleven,B0CQ2K12H3_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDMA NUTRITION WHITE_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,200,476,-0.5798,2,8,-0.75,0.01,0.0168,-0.4048,2.48,9.53,-0.7398,1.24,1.19,0.042,0,1,-1,0,18.49,-1,0,1,-1,0,0.125,-1,--,0.5154,--,0,1.94,-1,0,9.53,-1,0,18.49,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CQ2K12H3_20oz_Favorite grandchild + grandma nutri_grandma presents b,p",Paused,US,NewEleven,B0CQ2K12H3_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDMA NUTRITION WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1747,781,1.2369,12,12,0,0.0069,0.0154,-0.5519,11.89,12.33,-0.0357,0.99,1.03,-0.0388,3,3,0,55.44,55.46,-0.0004,3,3,0,0.25,0.25,0,0.2145,0.2223,-0.0351,4.66,4.5,0.0356,3.96,4.11,-0.0365,55.44,55.46,-0.0004,0,0,0,3,3,0,--,--,--,3,3,0,--,--,--
sponsoredProducts,"B0CQ2K12H3_20oz_Favorite grandchild + grandma nutri_funny grandma gifts b,p",Paused,US,NewEleven,B0CQ2K12H3_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDMA NUTRITION WHITE_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,448,572,-0.2168,6,4,0.5,0.0134,0.007,0.9143,9.24,6.57,0.4064,1.54,1.64,-0.061,3,2,0.5,55.44,36.98,0.4992,3,2,0.5,0.5,0.5,0,0.1667,0.1777,-0.0619,6,5.63,0.0657,3.08,3.29,-0.0638,55.44,36.98,0.4992,0,0,0,3,2,0.5,--,--,--,3,2,0.5,--,--,--
sponsoredProducts,"B0CQ2K12H3_20oz_Favorite grandchild + grandma nutri_presents for grandma b,p",Paused,US,NewEleven,B0CQ2K12H3_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDMA NUTRITION WHITE_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,174,889,-0.8043,3,6,-0.5,0.0172,0.0067,1.5672,3.73,6,-0.3783,1.24,1,0.24,2,4,-0.5,36.96,73.96,-0.5003,2,4,-0.5,0.6667,0.6667,0,0.1009,0.0811,0.2441,9.91,12.33,-0.1963,1.87,1.5,0.2467,36.96,73.96,-0.5003,0,0,0,2,4,-0.5,--,--,--,2,4,-0.5,--,--,--
sponsoredProducts,"B0CQ2K12H3_20oz_Favorite grandchild + grandma nutri_gifts for grandma b,p 1",Paused,US,NewEleven,B0CQ2K12H3_TUMBLER 20_MY FAVORITE GRANDCHILD + GRANDMA NUTRITION WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2448,1279,0.914,19,12,0.5833,0.0078,0.0094,-0.1702,25.57,16.77,0.5247,1.35,1.4,-0.0357,7,3,1.3333,129.36,55.46,1.3325,7,3,1.3333,0.3684,0.25,0.4736,0.1977,0.3024,-0.3462,5.06,3.31,0.5287,3.65,5.59,-0.347,129.36,55.46,1.3325,0,0,0,7,3,1.3333,--,--,--,7,3,1.3333,--,--,--
sponsoredProducts,"B0DJY79JYZ_Orna_Pet - my first christmas acrylic_custom pet ornaments for christmas tree b,p",Paused,US,NewEleven,x B0DJY79JYZ_ORNAMENT_PET - MY FIRST CHRISTMAS ACRYLIC_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,477,383,0.2454,12,9,0.3333,0.0252,0.0235,0.0723,16.36,11.24,0.4555,1.36,1.25,0.088,4,3,0.3333,45.96,34.47,0.3333,4,3,0.3333,0.3333,0.3333,0,0.356,0.3261,0.0917,2.81,3.07,-0.0847,4.09,3.75,0.0907,45.96,34.47,0.3333,0,0,0,4,3,0.3333,--,--,--,4,3,0.3333,--,--,--
sponsoredProducts,"B0DJY79JYZ_Orna_Pet - my first christmas acrylic_dog first christmas ornament b,p",Paused,US,NewEleven,x B0DJY79JYZ_ORNAMENT_PET - MY FIRST CHRISTMAS ACRYLIC_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,434,554,-0.2166,11,9,0.2222,0.0253,0.0162,0.5617,14.67,10.71,0.3697,1.33,1.19,0.1176,3,5,-0.4,34.47,57.45,-0.4,3,5,-0.4,0.2727,0.5556,-0.5092,0.4256,0.1864,1.2833,2.35,5.36,-0.5616,4.89,2.14,1.285,34.47,57.45,-0.4,0,0,0,3,5,-0.4,--,--,--,3,5,-0.4,--,--,--
sponsoredProducts,"B0DJY79JYZ_Orna_Pet - my first christmas acrylic_dog christmas ornament b,p",Paused,US,NewEleven,x B0DJY79JYZ_ORNAMENT_PET - MY FIRST CHRISTMAS ACRYLIC_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1314,907,0.4487,10,6,0.6667,0.0076,0.0066,0.1515,14.45,9.66,0.4959,1.45,1.61,-0.0994,3,1,2,45.96,11.49,3,4,1,3,0.3,0.1667,0.7996,0.3144,0.8407,-0.626,3.18,1.19,1.6723,4.82,9.66,-0.501,45.96,11.49,3,0,0,0,3,1,2,--,--,--,4,1,3,--,--,--
sponsoredProducts,"B0DJY79JYZ_Orna_Pet - my first christmas acrylic_dogs first christmas ornament b,p",Paused,US,NewEleven,x B0DJY79JYZ_ORNAMENT_PET - MY FIRST CHRISTMAS ACRYLIC_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,385,258,0.4922,15,8,0.875,0.039,0.031,0.2581,20.7,11,0.8818,1.38,1.38,0,6,2,2,71.44,22.98,2.1088,6,2,2,0.4,0.25,0.6,0.2898,0.4787,-0.3946,3.45,2.09,0.6507,3.45,5.5,-0.3727,57.45,22.98,1.5,13.99,0,13.99,5,2,1.5,1,--,--,5,2,1.5,1,--,--
sponsoredProducts,"B0DJY79JYZ_Orna_Pet - my first christmas acrylic_dog first christmas ornament 2024 b,p",Paused,US,NewEleven,x B0DJY79JYZ_ORNAMENT_PET - MY FIRST CHRISTMAS ACRYLIC_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,60,178,-0.6629,4,8,-0.5,0.0667,0.0449,0.4855,5.85,11.37,-0.4855,1.46,1.42,0.0282,0,1,-1,0,11.49,-1,0,1,-1,0,0.125,-1,--,0.9896,--,0,1.01,-1,0,11.37,-1,0,11.49,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B08ZYGT8SH_Apron_What happens_funny dad gifts b,p",Paused,US,NewEleven,B08ZYGT8SH_APRON_WHATEVER HAPPENS_Linh,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,491,793,-0.3808,11,10,0.1,0.0224,0.0126,0.7778,6.8,6.2,0.0968,0.62,0.62,0,2,0,2,39.96,0,39.96,2,0,2,0.1818,0,18.18,0.1702,--,--,5.88,0,5.88,3.4,0,3.4,39.96,0,39.96,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B08ZYGT8SH_Apron_What happens_chef gifts b,p",Paused,US,NewEleven,B08ZYGT8SH_APRON_WHATEVER HAPPENS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,656,685,-0.0423,13,6,1.1667,0.0198,0.0088,1.25,21,10.19,1.0608,1.62,1.7,-0.0471,4,0,4,73.92,0,73.92,4,0,4,0.3077,0,30.77,0.2841,--,--,3.52,0,3.52,5.25,0,5.25,59.94,0,59.94,13.98,0,13.98,3,0,3,1,--,--,3,0,3,1,--,--
sponsoredProducts,"B08ZYGT8SH_Apron_What happens_grilling apron b,p 1",Paused,US,NewEleven,B08ZYGT8SH_APRON_WHATEVER HAPPENS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2281,1521,0.4997,10,10,0,0.0044,0.0066,-0.3333,8.5,8.25,0.0303,0.85,0.83,0.0241,2,3,-0.3333,39.96,57.94,-0.3103,2,3,-0.3333,0.2,0.3,-0.3333,0.2127,0.1424,0.4937,4.7,7.02,-0.3305,4.25,2.75,0.5455,39.96,21.98,0.818,0,35.96,-1,2,1,1,--,2,--,2,1,1,--,2,--
sponsoredProducts,"B08ZYGT8SH_Apron_What happens_funny gifts for dad b,p",Paused,US,NewEleven,B08ZYGT8SH_APRON_WHATEVER HAPPENS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,493,289,0.7059,15,8,0.875,0.0304,0.0277,0.0975,9.4,5,0.88,0.63,0.63,0,3,0,3,59.94,0,59.94,3,0,3,0.2,0,20,0.1568,--,--,6.38,0,6.38,3.13,0,3.13,59.94,0,59.94,0,0,0,3,0,3,--,--,--,3,0,3,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_dad christmas ornaments b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,906,2846,-0.6817,2,4,-0.5,0.0022,0.0014,0.5714,6,9.75,-0.3846,3,2.44,0.2295,1,1,0,13.99,13.99,0,1,1,0,0.5,0.25,1,0.4289,0.6969,-0.3846,2.33,1.43,0.6294,6,9.75,-0.3846,13.99,13.99,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_gifts for dad from kids b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,231,92,1.5109,4,3,0.3333,0.0173,0.0326,-0.4693,9.09,7.5,0.212,2.27,2.5,-0.092,2,2,0,27.98,27.98,0,2,2,0,0.5,0.6667,-0.25,0.3249,0.268,0.2123,3.08,3.73,-0.1743,4.55,3.75,0.2133,27.98,27.98,0,0,0,0,2,2,0,--,--,--,2,2,0,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_gifts for dads who have everything b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,122,499,-0.7555,0,2,-1,0,0.004,-1,0,6,-1,--,3,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_ b,p",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,345,464,-0.2565,2,2,0,0.0058,0.0043,0.3488,5.25,5.25,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJZ5B6YZ_Orna_Love you dad glass_christmas gifts for dad b,p 2",Paused,US,NewEleven,B0DJZ5B6YZ_ORNAMENT_LOVE YOU DAD GLASS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,10,975,-0.9897,0,6,-1,0,0.0062,-1,0,14.17,-1,--,2.36,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
