(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FD9QBGZH,B0DH7X6R1J,NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler,YJ-F5N3-DGJ5,84,2,1.47%,4.44%,111,2,1.51%,3.39%,100.00%,100.00%,12,0,14.29%,0.00%,$263.76,$0.00,12,0
B0D83GTKZK,B08R8R2LQF,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler",JC-JMFX-W7IY,44,0,0.77%,0.00%,52,0,0.71%,0.00%,95.92%,0.00%,11,0,25.00%,0.00%,$252.78,$0.00,11,0
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,288,0,5.05%,0.00%,392,0,5.33%,0.00%,39.79%,0.00%,10,0,3.47%,0.00%,$169.80,$0.00,10,0
B0DKP1FXBW,B08ZRWW1W4,"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler",A6-H1II-ZKFG,63,0,1.10%,0.00%,81,0,1.10%,0.00%,100.00%,0.00%,9,0,14.29%,0.00%,$206.82,$0.00,9,0
B0F8QTMBRV,B0DGGDN9WS,"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass",SZ-GAM6-6BB0,64,0,1.12%,0.00%,89,0,1.21%,0.00%,100.00%,0.00%,8,0,12.50%,0.00%,$127.84,$0.00,8,0
B0FFGT9TWF,B0FBRBL1CQ,"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse",O8-51RP-7R9U,163,3,2.86%,6.67%,202,3,2.75%,5.08%,100.00%,100.00%,8,0,4.91%,0.00%,$119.84,$0.00,8,0
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,100,0,1.75%,0.00%,121,0,1.65%,0.00%,100.00%,0.00%,7,0,7.00%,0.00%,$111.86,$0.00,7,0
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,203,0,3.56%,0.00%,302,0,4.11%,0.00%,7.69%,0.00%,7,0,3.45%,0.00%,$83.86,$0.00,7,0
B0FD9RR4NB,B0CY4MC1GJ,"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler",YJ-23CQ-KDB5,21,0,0.37%,0.00%,27,0,0.37%,0.00%,92.59%,0.00%,7,0,33.33%,0.00%,$139.86,$0.00,7,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,56,0,0.98%,0.00%,78,0,1.06%,0.00%,97.22%,0.00%,7,0,12.50%,0.00%,$90.93,$0.00,7,0
B0FD9QBGZH,B0DM61B4F2,"NewEleven 1985 40th Birthday Gifts For Women - 40 Year Old Birthday Gifts Idea For Women, Her, Mom, Wife - Turning 40 Gift For Woman - 20 Oz Tumbler",1Y-PY2P-6Q4W,30,1,0.53%,2.22%,46,1,0.63%,1.69%,100.00%,100.00%,7,0,23.33%,0.00%,$132.86,$0.00,7,0
B0F9WD297S,B0F2TDMHFC,"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card",LT-01MF-LZ2N,283,2,4.96%,4.44%,362,3,4.93%,5.08%,14.04%,100.00%,7,0,2.47%,0.00%,$69.93,$0.00,7,0
B0FFH2DPYK,B08R8PXYL6,"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler",ZG-6MPB-F5JV,49,0,0.86%,0.00%,69,0,0.94%,0.00%,96.67%,0.00%,6,0,12.24%,0.00%,$119.88,$0.00,6,0
B0CY4G9VSR,B0CY4G9VSR,"NewEleven Trucker Cap for Men, Dad, Husband, Fisherman – Funny Fishing Hat, Trucker Hat Birthday Present for Him, Father, Guys Who Love Fishing",BP-B33W-HG8K,51,2,0.89%,4.44%,62,2,0.84%,3.39%,94.64%,100.00%,6,0,11.76%,0.00%,$119.88,$0.00,6,0
B0DM95S8ZK,B0BRCJ5VYH,"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass",CZ-V369-AMB3,20,0,0.35%,0.00%,28,0,0.38%,0.00%,100.00%,0.00%,5,0,25.00%,0.00%,$49.95,$0.00,5,0
B0F8QTMBRV,B0CYPT8HM7,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass",C9-FSMU-8JV2,23,0,0.40%,0.00%,25,0,0.34%,0.00%,100.00%,0.00%,5,0,21.74%,0.00%,$84.90,$0.00,5,0
B0FFH2DPYK,B0CYS94K31,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler",75-LNB7-IBAL,25,0,0.44%,0.00%,35,0,0.48%,0.00%,90.32%,0.00%,5,0,20.00%,0.00%,$89.90,$0.00,5,0
B0FD9QBGZH,B0DHCGTL3R,"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler",DF-AWOB-F9BG,29,1,0.51%,2.22%,37,1,0.50%,1.69%,100.00%,0.00%,5,0,17.24%,0.00%,$99.90,$0.00,5,0
B0F4CLW9JM,B0DRT3MK34,"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament",87-ARXM-YV1I,20,0,0.35%,0.00%,31,0,0.42%,0.00%,100.00%,0.00%,6,0,30.00%,0.00%,$71.94,$0.00,5,0
B0FFGT9TWF,B0DVSKBSWN,"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",GE-UCH3-MNIE,66,0,1.16%,0.00%,78,0,1.06%,0.00%,100.00%,0.00%,5,0,7.58%,0.00%,$84.90,$0.00,5,0
B0FFGT9TWF,B0F13S4HSG,"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse",M7-LMCU-PTYK,110,2,1.93%,4.44%,133,6,1.81%,10.17%,100.00%,100.00%,5,0,4.55%,0.00%,$94.90,$0.00,5,0
B0FFGT9TWF,B0F6M3X7LG,"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse",9Y-C7LJ-8AVP,72,1,1.26%,2.22%,86,1,1.17%,1.69%,100.00%,100.00%,5,0,6.94%,0.00%,$89.90,$0.00,5,0
B0DVZ9NWDG,B092HNBJT6,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",W7-BHYY-1NZC,37,1,0.65%,2.22%,49,1,0.67%,1.69%,97.73%,100.00%,4,0,10.81%,0.00%,$79.92,$0.00,4,0
B0DYP51XSW,B09XXP5V2W,"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler",FL-GKXG-L8RH,63,0,1.10%,0.00%,73,0,0.99%,0.00%,100.00%,0.00%,4,0,6.35%,0.00%,$79.92,$0.00,4,0
B0FGDHKH6G,B0BRB6NJCT,"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass",MF-GYAU-GTQX,61,1,1.07%,2.22%,70,1,0.95%,1.69%,100.00%,100.00%,4,0,6.56%,0.00%,$59.92,$0.00,4,0
B0D6YH6BCN,B0BYDDFNBD,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",BC-HKBD-KBAM,34,0,0.60%,0.00%,41,0,0.56%,0.00%,100.00%,0.00%,4,0,11.76%,0.00%,$39.96,$0.00,4,0
B0DWDQQ88X,B0C9C5VX7S,"NewEleven Gifts For Sister From Sister, Brother - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sisters, Sis In Law, Sibling, Bestie - 16 Oz Coffee Glass",T8-BRCL-CEUK,22,0,0.39%,0.00%,43,0,0.59%,0.00%,100.00%,0.00%,5,0,22.73%,0.00%,$49.95,$0.00,4,0
B0F9W75LLW,B0CM5RJ8VD,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",1J-71GS-RJFC,41,0,0.72%,0.00%,59,0,0.80%,0.00%,100.00%,0.00%,4,0,9.76%,0.00%,$79.92,$0.00,4,0
B0FGDHKH6G,B0CRKQR2KF,"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass",C6-OPZ3-4B3S,70,1,1.23%,2.22%,90,1,1.22%,1.69%,96.51%,100.00%,5,0,7.14%,0.00%,$49.95,$0.00,4,0
B0F8VCZ61V,B0CYSTZG5R,"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Party, Engagement Gift For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass",UH-A4QB-NCR6,12,0,0.21%,0.00%,17,0,0.23%,0.00%,100.00%,0.00%,4,0,33.33%,0.00%,$39.96,$0.00,4,0
B0DPKY9KZ1,B0D9L8P1XL,"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle",1G-WJN6-34JP,29,1,0.51%,2.22%,33,1,0.45%,1.69%,100.00%,100.00%,4,0,13.79%,0.00%,$71.92,$0.00,4,0
B0FFGT9TWF,B0F13VCCMP,"NewEleven Daughter Birthday Gifts - Gifts For Daughter, Daughters In Law - Daughters Birthday Gift Ideas From Mom, Dad - Decorative Glass Scripture Jar With 92 Bible Verse",CG-9LUS-K14G,66,2,1.16%,4.44%,75,2,1.02%,3.39%,100.00%,100.00%,4,0,6.06%,0.00%,$71.92,$0.00,4,0
B0F6M1XX87,B0F6M1XX87,"NewEleven Coworker Gifts For Women, Men - Funny Best Friend Present For Work Bestie, Boss, Friends - Gift For Boss, Employer, Bestfriend Gag Gift From Colleague, Friends - 20 Oz Tumbler",51-MNGA-I4QG,55,2,0.96%,4.44%,65,2,0.88%,3.39%,100.00%,100.00%,4,0,7.27%,0.00%,$79.92,$0.00,4,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,43,0,0.75%,0.00%,63,0,0.86%,0.00%,100.00%,0.00%,3,0,6.98%,0.00%,$47.94,$0.00,3,0
B0DKP1FXBW,B0B9RLH8RV,"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler",HB-YPM1-SCJA,10,0,0.18%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,3,0,30.00%,0.00%,$68.94,$0.00,3,0
B0F8VCZ61V,B0BRCCZLL8,"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Gift, Engagement Presents For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass",63-QY4L-OED4,21,0,0.37%,0.00%,28,0,0.38%,0.00%,92.59%,0.00%,3,0,14.29%,0.00%,$41.94,$0.00,3,0
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,11,0,0.19%,0.00%,15,0,0.20%,0.00%,92.86%,0.00%,3,0,27.27%,0.00%,$47.94,$0.00,3,0
B0FGDHKH6G,B0CBJQZCFY,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",2D-H3QH-UR6F,27,0,0.47%,0.00%,35,0,0.48%,0.00%,100.00%,0.00%,3,0,11.11%,0.00%,$44.94,$0.00,3,0
B0FG7PKPXP,B0CBJR253J,"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",DM-ZO4D-MA58,17,0,0.30%,0.00%,19,0,0.26%,0.00%,100.00%,0.00%,3,0,17.65%,0.00%,$29.97,$0.00,3,0
B0F9W75LLW,B0CJX4XSXB,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - 20 Oz Tumbler",S8-FINW-47HP,32,1,0.56%,2.22%,41,1,0.56%,1.69%,97.44%,0.00%,3,0,9.38%,0.00%,$59.94,$0.00,3,0
B0F9W75LLW,B0CKYJ8WLN,"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler",FM-KSML-Z7CU,25,0,0.44%,0.00%,29,0,0.39%,0.00%,100.00%,0.00%,3,0,12.00%,0.00%,$53.94,$0.00,3,0
B0D6Y54MJD,B0CZDV6J3V,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Book Themed Gift for Readers, Librarians, Bookaholics - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",0B-GUIB-F6GL,14,0,0.25%,0.00%,19,0,0.26%,0.00%,100.00%,0.00%,3,0,21.43%,0.00%,$41.94,$0.00,3,0
B0FFH2DPYK,B0DH83T7MF,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler",RP-GISO-TOFC,25,0,0.44%,0.00%,32,0,0.44%,0.00%,100.00%,0.00%,3,0,12.00%,0.00%,$59.94,$0.00,3,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,35,0,0.61%,0.00%,44,0,0.60%,0.00%,100.00%,0.00%,3,0,8.57%,0.00%,$59.94,$0.00,3,0
B0DKFMCWJ8,B0DHC932W2,"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat",HO-F3TN-5J1L,20,0,0.35%,0.00%,26,0,0.35%,0.00%,100.00%,0.00%,3,0,15.00%,0.00%,$53.94,$0.00,3,0
B0FFH2DPYK,B0DHCFTYVW,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",06-AGXV-L5EK,13,0,0.23%,0.00%,14,0,0.19%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,$59.94,$0.00,3,0
B0F7H2RCV2,B0F13MKH7X,"NewEleven Retirement Gift For Woman 2025 - Coworker Leaving Gift, Going Away Gifts For Friends, Her, Mom, Boss - Farewell Gifts For Coworkers Women From Friend, Family And Colleague - 16 Oz Wine Glass",ML-PHKJ-4KBU,27,0,0.47%,0.00%,31,0,0.42%,0.00%,96.77%,0.00%,3,0,11.11%,0.00%,$71.94,$0.00,3,0
B0F189PXWB,B0F189PXWB,"NewEleven Retirement Gift For Woman 2025 - Farewell Gifts For Coworkers, Boss, Friend, Teacher, Grandma - Coworker Leaving Gifts For Women From Friend, Family - Tumbler 12 Oz",L4-F4C9-QOS5,8,0,0.14%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,4,0,50.00%,0.00%,$79.92,$0.00,3,0
B0FFH2DPYK,B089QFYLFB,"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler",XH-ELQT-PEJ2,21,1,0.37%,2.22%,29,1,0.39%,1.69%,100.00%,100.00%,2,0,9.52%,0.00%,$39.96,$0.00,2,0
B0995JRMHP,B0995JRMHP,Neweleven Replacement Lid For 20 Oz NewEleven Tumbler - Pack of 2 lids,O1-FU7J-W72I,1,0,0.02%,0.00%,1,0,0.01%,0.00%,100.00%,0.00%,2,0,200.00%,0.00%,$19.96,$0.00,2,0
B0D6V486CJ,B09XDFF8FF,"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts",HR-LSGT-JYQH,366,1,6.42%,2.22%,387,1,5.27%,1.69%,100.00%,0.00%,2,0,0.55%,0.00%,$39.96,$0.00,2,0
B0D6W5PCC1,B0B9SF2R4R,"NEWELEVEN 16 Oz Coffee Glass - Mama Needs Coffee - Transparent Glass - Reusable - 16 oz - Casual - Cold Drinks - Christmas, Mother's Day, Birthday - 1 Count",SB-OEYK-4VNP,11,0,0.19%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$23.96,$0.00,2,0
B0DM95S8ZK,B0BRCG7S9H,"NewEleven Gifts For Dog Lovers, Dogs Owners, Dog Moms, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gift For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass",2R-X9LF-IOEW,10,0,0.18%,0.00%,10,0,0.14%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,$19.98,$0.00,2,0
B0FD9RR4NB,B0C9D2PHMH,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler",GX-USB4-E6T8,20,0,0.35%,0.00%,21,0,0.29%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$31.96,$0.00,2,0
B0D6YH6BCN,B0CKYMNV39,"NEWELEVEN Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass",QE-7AYT-7B4M,22,0,0.39%,0.00%,26,0,0.35%,0.00%,100.00%,0.00%,2,0,9.09%,0.00%,$19.98,$0.00,2,0
B0FD9QBGZH,B0CN93LZ5M,"NewEleven 50th Birthday Gifts For Men Women - 1974 50th Birthday Decorations - Gifts For Men Women Turning 50-50 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",RQ-VBDU-6QPJ,15,0,0.26%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,$39.96,$0.00,2,0
B0FD9RR4NB,B0CWTR4RFZ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Aunts, Sister - Aunts Birthday Gift, Auntie Announcement, Promoted To Auntie, Best Aunties Ever - 20 Oz Tumbler",KH-DRF5-O4UX,4,0,0.07%,0.00%,5,0,0.07%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$31.96,$0.00,2,0
B0FD9QBGZH,B0DH86X93V,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",Z0-L1YB-49DF,55,3,0.96%,6.67%,69,3,0.94%,5.08%,100.00%,100.00%,2,0,3.64%,0.00%,$39.96,$0.00,2,0
B0F4CLW9JM,B0DR1SNKVX,"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Christmas Ornaments",4L-EMQE-OQ2Y,4,0,0.07%,0.00%,4,0,0.05%,0.00%,100.00%,0.00%,3,0,75.00%,0.00%,$29.97,$0.00,2,0
B0F9WD297S,B0F2TC6CP7,"NewEleven Funny Gifts For Mom, Mothers Day Card For Mom From Daughter, Kids On Mother's Day - Funny Mothers Day Gifts, Birthday Present, Humorous Greeting Cards For Mother",GI-HLHH-RG89,8,0,0.14%,0.00%,10,0,0.14%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,$15.98,$0.00,2,0
B0FG7QMV1Y,B0F3C9BMFZ,"NewEleven Retirement Gifts - Retirement Gift for Woman, Farewell Gift, Goodbye Present for Men, Women - Going Away, Goodbye Gifts for Coworkers - Candle",WY-FHPL-MTWW,22,0,0.39%,0.00%,27,0,0.37%,0.00%,100.00%,0.00%,2,0,9.09%,0.00%,$23.96,$0.00,2,0
