(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,93,1,1.59%,1.11%,109,1,1.45%,0.90%,95.96%,0.00%,12,0,12.90%,0.00%,$186.78,$0.00,12,0
B0FH6R5YTH,B0FC69XTZ9,"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card",B4-IRKZ-AKKE,104,3,1.78%,3.33%,128,4,1.70%,3.60%,100.00%,100.00%,12,0,11.54%,0.00%,$83.88,$0.00,12,0
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,63,0,1.08%,0.00%,90,0,1.19%,0.00%,100.00%,0.00%,11,0,17.46%,0.00%,$175.78,$0.00,11,0
B0FD9QBGZH,B0DH7X6R1J,NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler,YJ-F5N3-DGJ5,56,0,0.96%,0.00%,80,0,1.06%,0.00%,100.00%,0.00%,10,0,17.86%,0.00%,$219.80,$0.00,10,0
B0FHBBJ3JH,B0FC5Q3KVJ,"NewEleven Gifts For Men - Romantic Gifts For Boyfriend, Husband, Him - Couple Gift Cards, Anniversary Card For Husband From Wife, Her - Greeting Card",BP-IWCY-92GM,69,1,1.18%,1.11%,83,1,1.10%,0.90%,100.00%,100.00%,10,0,14.49%,0.00%,$59.90,$0.00,10,0
B0FH6R5YTH,B0FC6158DB,"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card",6B-3XRW-U6OQ,104,1,1.78%,1.11%,141,1,1.87%,0.90%,100.00%,0.00%,10,0,9.62%,0.00%,$89.90,$0.00,10,0
B0DVZ28QXB,B0CQJZP6TK,"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass",FJ-K5JP-AWYT,79,0,1.35%,0.00%,97,0,1.29%,0.00%,98.92%,0.00%,10,0,12.66%,0.00%,$159.80,$0.00,9,0
B0F6M1XX87,B0F6M1XX87,"NewEleven Coworker Gifts For Women, Men - Funny Best Friend Present For Work Bestie, Boss, Friends - Gift For Boss, Employer, Bestfriend Gag Gift From Colleague, Friends - 20 Oz Tumbler",51-MNGA-I4QG,38,1,0.65%,1.11%,56,1,0.74%,0.90%,100.00%,0.00%,9,1,23.68%,100.00%,$152.82,$16.98,9,1
B0FHBBJ3JH,B0FC5SSDXK,"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card",D0-B6A7-C5GP,114,2,1.95%,2.22%,134,2,1.78%,1.80%,100.00%,100.00%,9,1,7.89%,50.00%,$44.91,$4.99,9,1
B0FGDHKH6G,B0BRB6NJCT,"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass",MF-GYAU-GTQX,88,5,1.51%,5.56%,121,8,1.61%,7.21%,100.00%,100.00%,8,0,9.09%,0.00%,$119.84,$0.00,8,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,34,0,0.58%,0.00%,45,0,0.60%,0.00%,100.00%,0.00%,8,0,23.53%,0.00%,$159.84,$0.00,8,0
B0FH6R5YTH,B0FC6B7XH2,"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card",XL-UV7U-G4EA,57,0,0.98%,0.00%,66,0,0.88%,0.00%,100.00%,0.00%,8,0,14.04%,0.00%,$47.92,$0.00,8,0
B0DVZ9NWDG,B092HNBJT6,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",W7-BHYY-1NZC,82,1,1.40%,1.11%,120,1,1.59%,0.90%,100.00%,100.00%,7,0,8.54%,0.00%,$139.86,$0.00,7,0
B0FFH2DPYK,B0CYS94K31,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler",75-LNB7-IBAL,24,0,0.41%,0.00%,37,0,0.49%,0.00%,100.00%,0.00%,7,0,29.17%,0.00%,$125.86,$0.00,7,0
B0FFGT9TWF,B0DVSKBSWN,"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",GE-UCH3-MNIE,71,1,1.22%,1.11%,88,1,1.17%,0.90%,100.00%,100.00%,7,0,9.86%,0.00%,$118.86,$0.00,7,0
B0FFGT9TWF,B0F13VCCMP,"NewEleven Daughter Birthday Gifts - Gifts For Daughter, Daughters In Law - Daughters Birthday Gift Ideas From Mom, Dad - Decorative Glass Scripture Jar With 92 Bible Verse",CG-9LUS-K14G,86,3,1.47%,3.33%,114,3,1.51%,2.70%,100.00%,100.00%,7,0,8.14%,0.00%,$125.86,$0.00,7,0
B0FHKT7T9Q,B0F2T4JDF7,"NewEleven Birthday Gifts For Mom, Funny Card Gifts For Mom, Awesome Mommy Present From Daughter, Best Mother's Day Gift Idea For Wife, Sister - Humorous Greeting Card",AU-GMLU-KG6Z,36,0,0.62%,0.00%,43,0,0.57%,0.00%,97.44%,0.00%,7,0,19.44%,0.00%,$69.93,$0.00,7,0
B0FFGT9TWF,B0F6M3X7LG,"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse",9Y-C7LJ-8AVP,77,0,1.32%,0.00%,92,0,1.22%,0.00%,100.00%,0.00%,7,0,9.09%,0.00%,$111.86,$0.00,7,0
B0FFGT9TWF,B0FBRBL1CQ,"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse",O8-51RP-7R9U,72,0,1.23%,0.00%,94,0,1.25%,0.00%,100.00%,0.00%,7,0,9.72%,0.00%,$104.86,$0.00,7,0
B0FH6R5YTH,B0FC69GZW9,"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card",W6-C0RK-V9ZB,68,0,1.16%,0.00%,88,0,1.17%,0.00%,100.00%,0.00%,7,0,10.29%,0.00%,$41.93,$0.00,7,0
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,29,1,0.50%,1.11%,39,1,0.52%,0.90%,100.00%,0.00%,8,0,27.59%,0.00%,$127.84,$0.00,6,0
B0DP2KFK2P,B0DH7Y6RDX,"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass",IC-D6DJ-S9KY,26,0,0.45%,0.00%,40,0,0.53%,0.00%,100.00%,0.00%,6,0,23.08%,0.00%,$77.94,$0.00,6,0
B0DKFMCWJ8,B0DHC932W2,"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat",HO-F3TN-5J1L,13,0,0.22%,0.00%,22,0,0.29%,0.00%,100.00%,0.00%,10,0,76.92%,0.00%,$179.80,$0.00,6,0
B0D6V486CJ,B09XDFF8FF,"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts",HR-LSGT-JYQH,337,6,5.77%,6.67%,386,6,5.12%,5.41%,99.73%,100.00%,5,0,1.48%,0.00%,$99.90,$0.00,5,0
B0DVZ9NWDG,B09ZYCD6GX,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",1Q-FSNP-VBED,50,0,0.86%,0.00%,61,0,0.81%,0.00%,100.00%,0.00%,5,0,10.00%,0.00%,$99.90,$0.00,5,0
B0F9W75LLW,B0CKYJ8WLN,"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler",FM-KSML-Z7CU,20,0,0.34%,0.00%,24,0,0.32%,0.00%,100.00%,0.00%,5,0,25.00%,0.00%,$89.90,$0.00,5,0
B0FGDHKH6G,B0CXXJ751C,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",7X-5K3W-K6CS,37,0,0.63%,0.00%,53,0,0.70%,0.00%,100.00%,0.00%,5,0,13.51%,0.00%,$79.90,$0.00,5,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,68,0,1.16%,0.00%,77,0,1.02%,0.00%,100.00%,0.00%,5,0,7.35%,0.00%,$64.95,$0.00,5,0
B0FD9QBGZH,B0DHCGTL3R,"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler",DF-AWOB-F9BG,48,0,0.82%,0.00%,52,0,0.69%,0.00%,100.00%,0.00%,5,1,10.42%,0.00%,$99.90,$19.98,5,1
B0FH6R5YTH,B0FC68NMQ2,"NewEleven Farewell Gifts For Coworkers - Coworker Leaving Gifts For Women, Goodbye Gift Card, Going Away Gift For Colleague, Work Bestie - Greeting Card",UO-G2CF-RBYF,62,1,1.06%,1.11%,80,1,1.06%,0.90%,100.00%,100.00%,5,0,8.06%,0.00%,$24.95,$0.00,5,0
B0FHBBJ3JH,B0FC6DL8X8,"NewEleven Wedding Gifts For Couples 2025 - Heartfelt Message, Meaningful Wedding Card For Bride, Groom - Newly Wed Gifts For The Couple From Friend, Family - Greeting Card",XK-EXGK-T2H0,66,0,1.13%,0.00%,99,0,1.31%,0.00%,98.82%,0.00%,6,0,9.09%,0.00%,$35.94,$0.00,5,0
B0FFH2DPYK,B089QFYLFB,"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler",XH-ELQT-PEJ2,42,1,0.72%,1.11%,53,1,0.70%,0.90%,100.00%,0.00%,4,0,9.52%,0.00%,$79.92,$0.00,4,0
B0DYP51XSW,B09XXP5V2W,"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler",FL-GKXG-L8RH,77,3,1.32%,3.33%,110,3,1.46%,2.70%,100.00%,100.00%,4,0,5.19%,0.00%,$79.92,$0.00,4,0
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,39,1,0.67%,1.11%,49,2,0.65%,1.80%,90.91%,100.00%,4,0,10.26%,0.00%,$67.92,$0.00,4,0
B0FD9RR4NB,B0CY4MC1GJ,"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler",YJ-23CQ-KDB5,27,0,0.46%,0.00%,38,0,0.50%,0.00%,100.00%,0.00%,4,0,14.81%,0.00%,$75.92,$0.00,4,0
B0DPKY9KZ1,B0D9L8P1XL,"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle",1G-WJN6-34JP,26,0,0.45%,0.00%,28,0,0.37%,0.00%,100.00%,0.00%,4,0,15.38%,0.00%,$71.92,$0.00,4,0
B0F8QTMBRV,B0DGGDN9WS,"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass",SZ-GAM6-6BB0,65,1,1.11%,1.11%,82,1,1.09%,0.90%,100.00%,100.00%,4,0,6.15%,0.00%,$63.92,$0.00,4,0
B0FFH2DPYK,B0DH7PQ1RX,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",7N-6OBC-K7DN,16,0,0.27%,0.00%,20,0,0.27%,0.00%,100.00%,0.00%,4,0,25.00%,0.00%,$79.92,$0.00,4,0
B0DKJ5THF2,B0DHC2C1S4,"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat",S1-6FQM-HSP6,12,1,0.21%,1.11%,18,4,0.24%,3.60%,100.00%,100.00%,5,2,41.67%,200.00%,$89.90,$35.96,4,1
B0FD9TKCYT,B0DWN2GX75,"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurses - Nurse Appreciation Gifts For Women From Friends, Family And Coworker - 20 Oz Tumbler",P3-U5Q5-Y2JP,25,2,0.43%,2.22%,34,3,0.45%,2.70%,100.00%,100.00%,8,6,32.00%,300.00%,$103.84,$77.88,4,2
B0FHKT7T9Q,B0FC5MVV3Q,"NewEleven Birthday Gifts For Women - Humorous Message, Funny Birthday Gift Card For Men, Women, Dad, Mom, Brother, Sister, Friends, Family - Greeting Card",H4-ZU99-Z57Y,29,0,0.50%,0.00%,36,0,0.48%,0.00%,100.00%,0.00%,4,0,13.79%,0.00%,$23.96,$0.00,4,0
B0FH6R5YTH,B0FC686CQV,"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card",27-N5JD-WKOZ,56,1,0.96%,1.11%,70,2,0.93%,1.80%,100.00%,0.00%,4,0,7.14%,0.00%,$19.96,$0.00,4,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,24,0,0.41%,0.00%,27,0,0.36%,0.00%,100.00%,0.00%,3,0,12.50%,0.00%,$47.94,$0.00,3,0
B0D83GTKZK,B08R8SW1NM,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Men Women - Gifts For Women Turning 50-50 Year Old Gift For Men, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",IW-9AEL-FYY3,9,0,0.15%,0.00%,13,0,0.17%,0.00%,100.00%,0.00%,3,0,33.33%,0.00%,$44.97,$0.00,3,0
B0DM95S8ZK,B0BRCG7S9H,"NewEleven Gifts For Dog Lovers, Dogs Owners, Dog Moms, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gift For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass",2R-X9LF-IOEW,9,0,0.15%,0.00%,10,0,0.13%,0.00%,100.00%,0.00%,3,0,33.33%,0.00%,$29.97,$0.00,3,0
B0FD9QBGZH,B0CDLQGPKC,"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",38-P9JP-4W92,21,1,0.36%,1.11%,23,1,0.31%,0.90%,100.00%,100.00%,3,0,14.29%,0.00%,$47.94,$0.00,3,0
B0F9W75LLW,B0CHJ1V1RR,"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler",0I-V2OD-GO56,3,0,0.05%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,3,0,100.00%,0.00%,$44.94,$0.00,3,0
B0F9W75LLW,B0CM5RJ8VD,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",1J-71GS-RJFC,22,0,0.38%,0.00%,25,0,0.33%,0.00%,100.00%,0.00%,3,0,13.64%,0.00%,$59.94,$0.00,3,0
B0FGDHKH6G,B0CRKQR2KF,"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass",C6-OPZ3-4B3S,43,0,0.74%,0.00%,59,0,0.78%,0.00%,98.11%,0.00%,3,0,6.98%,0.00%,$44.94,$0.00,3,0
B0DKDWHJ2P,B0D1K731RT,"NewEleven Gifts For Girl Mom - Gift For A Mom Of Girls, Pregnant Moms, Expecting Moms, Mama, Mother To Be, Mommy To Be, First Time Mommy - 16 Oz Coffee Glass",9U-YWFQ-3O7Z,50,2,0.86%,2.22%,53,2,0.70%,1.80%,100.00%,100.00%,3,0,6.00%,0.00%,$47.94,$0.00,3,0
B0FHKT7T9Q,B0F2TDMHFC,"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card",LT-01MF-LZ2N,21,0,0.36%,0.00%,25,0,0.33%,0.00%,100.00%,0.00%,3,0,14.29%,0.00%,$29.97,$0.00,3,0
B0FH6R5YTH,B0FC62VRRC,"NewEleven Best Friend Gift - Funny Card, Best Friend Birthday Gifts For Women, Her, Girls - Bestie Present, Meaningful Gift From Friends - Greeting Card",OF-YAJT-Y5A4,96,1,1.64%,1.11%,114,1,1.51%,0.90%,100.00%,100.00%,4,0,4.17%,0.00%,$23.96,$0.00,3,0
B0FH6R5YTH,B0FC65ZB93,"NewEleven Gift For Boss - Thank You Boss Gifts For Women, Men, Leader - Meaningful Present, Appreciation Gifts For Boss From Coworker, Staff - Greeting Card",S6-VP1K-5XOQ,55,1,0.94%,1.11%,61,1,0.81%,0.90%,100.00%,100.00%,5,3,9.09%,300.00%,$24.95,$14.97,3,1
B0FH6R5YTH,B0FC6CL2XN,"NewEleven Teacher Thank You Cards - Teachers Appreciation Gifts, Heartfelt Messeage, Meaningful Thank You Teacher Gifts From Student, Kids - Greeting Card",DM-O5C7-TN8L,38,0,0.65%,0.00%,41,0,0.54%,0.00%,100.00%,0.00%,8,0,21.05%,0.00%,$42.92,$0.00,3,0
B0DYP51XSW,B095S16WV3,"NewEleven Retirement Gifts For Woman 2025 - Retired Gift For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler",VG-MZ2S-KBWR,8,0,0.14%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,$25.96,$0.00,2,0
B0FD9RR4NB,B09792XF8F,"NewEleven Brother Gifts - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler",CC-VIYV-1LFP,24,0,0.41%,0.00%,29,0,0.38%,0.00%,96.30%,0.00%,2,0,8.33%,0.00%,$39.96,$0.00,2,0
