Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),Sponsored Display,% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage
"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler COG: 3,99 / Price: 22,98",B0B9RLH8RV,2025-07-10,HB-YPM1-SCJA,2.0,,4596.0,,,,,,,,-159.0,-798.0,2208.0,2208.0,3006.0,4804.0,27669.0,,,23.0,870.0
"NEWELEVEN 16 Oz Coffee Glass - Mama Needs Coffee - Transparent Glass - Reusable - 16 oz - Casual - Cold Drinks - Christmas, Mother's Day, Birthday - 1 Count COG: 2,55 / Price: 16,99",B0B9SF2R4R,2025-07-10,SB-OEYK-4VNP,4.0,,3596.0,,,,,,,,-2284.0,-102.0,292.0,292.0,1312.0,812.0,2863.0,,,30.0,1333.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Aunts Birthday Gift - Announcement, Promoted To Aunty, Best Auntie Ever - 16 Oz Coffee Glass COG: 2,33 / Price: 12,98",B0BC8SB3Y4,2025-07-10,DT-HT71-4QRG,,,,,,,,,,,,,,,,,,,,16.0,
"NewEleven Gifts For Sister - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sister, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,04 / Price: 15,98",B0BC8WBYW7,2025-07-10,U3-HSBK-1RJI,2.0,,999.0,,-1046.0,-1046.0,,,,,-578.0,-408.0,-1033.0,-1033.0,-625.0,-10340.0,-25319.0,,10470.0,21.0,952.0
"NewEleven Gifts For Wife, Her - Wife Gifts From Husband - Gift For Her - Gift Ideas For Women, Bride To Be, Fiancee, Wifey - 16 Oz Coffee Glass COG: 2,92 / Price: 13,99",B0BDLH8KX3,2025-07-10,47-ZC5Z-3DOW,2.0,,1918.0,,,,,,,,-116.0,-584.0,174.0,174.0,758.0,907.0,2979.0,,,12.0,1667.0
"NewEleven Gifts For Mom - Present For Mom From Daughter, Son, Kids - Unique Birthday Gifts For Mother, New Mom, Mommy, Pregnancy - 16 Oz Coffee Glass COG: 2,82 / Price: 13,99",B0BHWDNYVL,2025-07-10,CW-5CAB-L7CZ,,,,,,,,,,,605.0,,605.0,605.0,605.0,,,,,16.0,
"NewEleven Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Present For Her, Female, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass COG: 2,29 / Price: 15,98",B0BRB5SPYZ,2025-07-10,25-YAS2-RJHI,,,,,,,,,,,,,,,,,,,,14.0,
"NewEleven Gifts For Sister - Unique Birthday Present For Soul Sister, Big, Little Sis, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,03 / Price: 15,98",B0BRB6J55H,2025-07-10,OW-SAUE-CM7G,3.0,,2997.0,-14.0,-943.0,-943.0,,,,,-1737.0,-609.0,-432.0,-432.0,177.0,-1441.0,-7094.0,,3146.0,17.0,1765.0
"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass COG: 2,42 / Price: 14,98",B0BRB6NJCT,2025-07-10,MF-GYAU-GTQX,9.0,,10782.0,-18.0,-1592.0,-1592.0,,,,,-5845.0,-2178.0,987.0,987.0,3165.0,915.0,4532.0,,1477.0,115.0,783.0
"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Gift, Engagement Presents For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass COG: 2,18 / Price: 13,98",B0BRCCZLL8,2025-07-10,63-QY4L-OED4,3.0,,3354.0,,,,,,,,-2052.0,-654.0,648.0,648.0,1302.0,1932.0,9908.0,,,17.0,1765.0
"NewEleven Christmas Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Gift For Women, Friend, Female, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass COG: 2,17 / Price: 15,98",B0BRCDZRSP,2025-07-10,J6-0WCY-QT0U,2.0,,1998.0,,,,,,,,-1174.0,-434.0,390.0,390.0,824.0,1952.0,8986.0,,,18.0,1111.0
"NewEleven Gifts For Dog Lovers, Dogs Owners, Dog Moms, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gift For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass COG: 2,13 / Price: 9,99",B0BRCG7S9H,2025-07-10,2R-X9LF-IOEW,7.0,,5313.0,,-91.0,-91.0,,,,,-322.0,-1491.0,-308.0,-308.0,1183.0,-580.0,-2066.0,,1713.0,17.0,4118.0
"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass COG: 2 / Price: 9,99",B0BRCJ5VYH,2025-07-10,CZ-V369-AMB3,6.0,1.0,4794.0,,,,,1667.0,,-874.0,-3552.0,-12.0,-832.0,-832.0,368.0,-1736.0,-6933.0,,,34.0,1765.0
"NewEleven Gifts For Sister From Sisters, Brother - Unique Birthday Present, Soul Sister, Big Sis Little Sis, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,02 / Price: 15,98",B0BYCSHGYX,2025-07-10,LB-UB38-W1AN,,,,,,,,,,,,,,,,,,,,10.0,
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass COG: 2,23 / Price: 15,98",B0BYCT1SRJ,2025-07-10,LH-BSSY-KKX9,9.0,,10791.0,-6.0,-2277.0,-2277.0,,,,,-6263.0,-2007.0,184.0,184.0,2191.0,171.0,917.0,,2110.0,37.0,2432.0
"NewEleven Gifts For Nurse - Nurse Gifts For Women - Caregiver Appreciation Gift, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass COG: 2,48 / Price: 9,99",B0BYDBW7PH,2025-07-10,IP-TZ2U-AFMB,,,,,,,,,,,,,,,,,,,,14.0,
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass COG: 2,25 / Price: 12,98",B0BYDDFNBD,2025-07-10,BC-HKBD-KBAM,9.0,,8541.0,,-859.0,-859.0,,,,,-5202.0,-2025.0,455.0,455.0,248.0,533.0,2247.0,,1006.0,44.0,2045.0
"NewEleven Cute Glass Coffee Cups With Lids And Straw – Aesthetic Cups – Iced Coffee Cup, Coffees Tumbler – Galentines Gifts For Women, Coffees Lover - 16 Oz Coffee Glass COG: 2,33 / Price: 14,98",B0C1BS7BV8,2025-07-10,8N-VAIO-VFH3,2.0,,1998.0,,,,,,,,-1174.0,-466.0,358.0,358.0,824.0,1792.0,7682.0,,,20.0,1000.0
"NewEleven Cute Cups With Lids And Straw – Aesthetic Cups – Iced Java Cup, Coffee Tumbler, Glass Tumbler – Galentines Gifts For Women, Java Lover - 16 Oz Coffee Glass COG: 2,86 / Price: 12,34",B0C1C1F4M4,2025-07-10,Z2-BJ5R-5S3M,,,,,,,,,,,,,,,,,,,,13.0,
"NewEleven Gifts For Women - Stuff For Sloth Lovers - Cute Funny Birthday Gifts For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee Glass COG: 2,37 / Price: 14,98",B0C23XHCN1,2025-07-10,ZE-FHJ1-JZZW,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Penguin Gifts For Women - Penguin Stuff For Pengy Lovers - Cute Funny Birthday Gift, Gift For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee Glass COG: 2,17 / Price: 14,98",B0C23Y5ZYH,2025-07-10,TU-6PXW-EYJS,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Gifts For Her - Cow Gifts For Women - Stuff For Cow Lovers - Cute Funny Birthday Gift For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee COG: 2,29 / Price: 14,98",B0C242DYT4,2025-07-10,OX-EHPQ-U3LT,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler COG: 4,02 / Price: 19,98",B0C3CW184G,2025-07-10,L6-4LV1-54DE,,,,,,,,,,,,,,,,,,,,25.0,
"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass COG: 2,25 / Price: 16,98",B0C9BZRC4K,2025-07-10,YM-PHWT-7K9Y,15.0,1.0,1497.0,,-4452.0,-4452.0,,667.0,100.0,-1261.0,-8805.0,-3375.0,-2923.0,-2923.0,227.0,-1953.0,-8661.0,,2974.0,137.0,1095.0
"NewEleven Gifts For Sister From Sister, Brother - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sisters, Sis In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,13 / Price: 16,98",B0C9C5VX7S,2025-07-10,T8-BRCL-CEUK,5.0,,4995.0,,-9.0,-9.0,,,,,-289.0,-1065.0,140.0,140.0,1205.0,280.0,1315.0,,1802.0,23.0,2174.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler COG: 3,83 / Price: 15,98",B0C9D2PHMH,2025-07-10,GX-USB4-E6T8,2.0,,3196.0,,-1923.0,-1923.0,,,,,-1438.0,-766.0,-931.0,-931.0,-165.0,-2913.0,-12154.0,,6017.0,21.0,952.0
"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass COG: 2,17 / Price: 14,98",B0CBJQZCFY,2025-07-10,2D-H3QH-UR6F,5.0,1.0,4995.0,-1.0,-52.0,-52.0,,2000.0,100.0,-1094.0,-2497.0,-1085.0,-301.0,-301.0,567.0,-603.0,-2774.0,,1041.0,31.0,1613.0
"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass COG: 2,33 / Price: 9,99",B0CBJR253J,2025-07-10,DM-ZO4D-MA58,17.0,,13583.0,-48.0,-5101.0,-5101.0,,,,,-8591.0,-3961.0,-4550.0,-4550.0,-589.0,-3350.0,-11487.0,,3755.0,49.0,3469.0
"NEWELEVEN 16 Oz Coffee Glass - Mom Birthday Gifts, Multicolor, Glass, 16 oz, Reusable, Insulated, Cylindrical, Casual, Cold Drinks, Christmas, Mother's Day, Birthday COG: 2,31 / Price: 12,98",B0CBJSYJJS,2025-07-10,IV-16R1-T5AZ,1.0,,899.0,,,,,,100.0,231.0,-562.0,-231.0,337.0,337.0,337.0,3749.0,14589.0,,,20.0,500.0
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women, Her, Friends - Book Accessories, Bookish Gifts For Writers, Readers, Librarian, Bookaholic, Bookworm – 16 Oz Coffee Glass COG: 2,03 / Price: 13,98",B0CCDLWRTD,2025-07-10,68-JFET-D7YN,2.0,,2236.0,,-139.0,-139.0,,,,,-128.0,-406.0,-840.0,-840.0,-434.0,-3757.0,-20690.0,,6216.0,27.0,741.0
"NewEleven Coworker Leaving Gifts - Farewell, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler COG: 3,71 / Price: 19,98",B0CDLPSMGF,2025-07-10,CO-C7X6-C1NV,,,,,,,,,100.0,371.0,,,371.0,371.0,,,,,,15.0,
"NewEleven Gifts For Men, Dad, Husband, Friend - Birthday Gift For Women, Men - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker – 20 Oz Tumbler COG: 3,66 / Price: 16,98",B0CDLQFJK6,2025-07-10,EH-49BE-XWTF,,,,,,,,,,,,,,,,,,,,23.0,
"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler COG: 3,65 / Price: 15,98",B0CDLQGPKC,2025-07-10,38-P9JP-4W92,2.0,,2556.0,,-105.0,-105.0,,,,,-1332.0,-73.0,389.0,389.0,1119.0,1522.0,5329.0,,411.0,28.0,714.0
"NewEleven Gifts For Women – Chaos Coordinator Gifts For Women, Boss, Manager, Coworker, Best Friend - Appreciation, Inspirational Gift For Teacher, Nurse, Social Worker – 20 Oz Tumbler COG: 3,87 / Price: 17,98",B0CFQ4CDD5,2025-07-10,7K-U1QW-2RDX,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98",B0CG8N67SJ,2025-07-10,FQ-Q5JW-E8TK,28.0,1.0,45144.0,,-15624.0,-15624.0,,357.0,,-2536.0,-20198.0,-9968.0,-3182.0,-3182.0,6786.0,-705.0,-3192.0,,3461.0,227.0,1233.0
"NewEleven Gifts For Mom, Wife - Gifts For Mom From Daughter, Son, Kids - Unique Birthday Present Ideas For Mother, Wife, New Mama From Daughter, Son, Husband - 20 Oz Tumbler COG: 3,71 / Price: 19,98",B0CG8NHNWF,2025-07-10,2F-5232-03M8,,,,,,,,,,,,,,,,,,,,132.0,
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler COG: 3,71 / Price: 14,98",B0CHJ1V1RR,2025-07-10,0I-V2OD-GO56,1.0,,848.0,-43.0,,,,,,,-511.0,-371.0,-77.0,-77.0,294.0,-908.0,-2075.0,,,24.0,417.0
"NewEleven Gifts For Coworker Friends – Work Bestie Gifts For Women Friendship - Unique Present Ideas For Coworker Leaving, Going Away, Goodbye, Farewell Party – 20 Oz Tumbler COG: 3,57 / Price: 17,98",B0CHJ3W9SQ,2025-07-10,LA-XF5O-M492,3.0,,4794.0,,-898.0,-898.0,,,,,-2403.0,-1071.0,422.0,422.0,1493.0,880.0,3940.0,,1873.0,28.0,1071.0
"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass COG: 2,15 / Price: 14,98",B0CJ2CKDR8,2025-07-10,SE-AHQ6-UUXA,14.0,,11186.0,-4.0,,,,,50.0,215.0,-9747.0,-258.0,-966.0,-966.0,1399.0,-864.0,-3744.0,,,32.0,4375.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Auntie Birthday Gift - Announcement, Promoted To Aunty - 16 Oz Coffee Glass COG: 2,4 / Price: 14,98",B0CJ2CNDQT,2025-07-10,92-KAM5-CE6S,6.0,,5994.0,,-3126.0,-3126.0,,,,,-3258.0,-144.0,-1830.0,-1830.0,-39.0,-3053.0,-12708.0,,5215.0,41.0,1463.0
"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Father, Step Papa, New Papa From Daughter - 20 Oz Tumbler COG: 3,56 / Price: 17,98",B0CJLF7CW6,2025-07-10,JY-5OP2-ZVFB,1.0,,1299.0,,-943.0,-943.0,,,,,-67.0,-356.0,-670.0,-670.0,-314.0,-5158.0,-18820.0,,7259.0,17.0,588.0
"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Papa, Step Father, New Papa From Daughter - 20 Oz Tumbler COG: 3,63 / Price: 19,98",B0CJLM3SV5,2025-07-10,5B-L34H-TU17,,,,,-804.0,-804.0,,,,,,,-804.0,-804.0,-804.0,,,,,7.0,
"NewEleven Gifts For Mom - Birthday Gifts For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - 20 Oz Tumbler COG: 3,65 / Price: 19,98",B0CJX4XSXB,2025-07-10,S8-FINW-47HP,10.0,,1398.0,,-1986.0,-1986.0,,,,,-646.0,-342.0,2114.0,2114.0,5534.0,1512.0,6181.0,,1421.0,44.0,2273.0
"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler COG: 3,5 / Price: 17,98",B0CKYJ8WLN,2025-07-10,FM-KSML-Z7CU,6.0,,7794.0,,-1709.0,-1709.0,,,100.0,35.0,-402.0,-21.0,315.0,315.0,2065.0,404.0,1500.0,,2193.0,30.0,2000.0
"NewEleven Birthday Gifts For Men, Women - Gifts For Dad, Grandpa, Husband - Thank You Gift, Appreciation Gift, Best Birthday Present For Dad, Father, Boss, Coworker, Teacher - Beer Mug COG: 0 / Price: 12,99",B0CKYL86S1,2025-07-10,TQ-XEIJ-MYZO,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Fathers Day Gift For Dad - Dad Birthday Gifts From Daughter, Son, Kids - Husband Gift - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father - Beer Mug COG: 0 / Price: 8,99",B0CKYLPHSV,2025-07-10,MT-BJUZ-MHHQ,1.0,,899.0,,,,,,,,-571.0,,328.0,328.0,328.0,3648.0,,,,2.0,5000.0
"NEWELEVEN Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass COG: 2,22 / Price: 9,99",B0CKYMNV39,2025-07-10,QE-7AYT-7B4M,4.0,,3196.0,,,,,,,,-2216.0,-888.0,92.0,92.0,98.0,288.0,1036.0,,,18.0,2222.0
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler COG: 3,69 / Price: 17,98",B0CLYRNFBT,2025-07-10,3N-MM56-1WA4,3.0,,3312.0,-11.0,-55.0,-55.0,,,,,-1893.0,-1107.0,-348.0,-348.0,759.0,-1051.0,-3144.0,,1661.0,22.0,1364.0
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler COG: 3,76 / Price: 16,99",B0CLYSGX7Q,2025-07-10,OA-DGFL-ZKWU,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter - Husband Gifts - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler COG: 3,19 / Price: 19,98",B0CM5R5BDX,2025-07-10,WC-3I7C-6VN5,,,,,,,,,,,,,,,,,,,,,
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,44 / Price: 19,98",B0CM5RJ8VD,2025-07-10,1J-71GS-RJFC,12.0,1.0,19976.0,,,,,833.0,,-1924.0,-828.0,-4128.0,5644.0,5644.0,9772.0,2825.0,13672.0,,,43.0,2791.0
"NewEleven Dad Gifts - Birthday Gifts For Dad From Daughter - Husband Gift - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler COG: 3,19 / Price: 15,98",B0CM5RY3QS,2025-07-10,J7-CYQ3-G6E8,,,,,,,,,,,,,,,,,,,,6.0,
"NewEleven Gifts For Brothers From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law, Men - 20 Oz Tumbler Navy COG: 3,69 / Price: 19,98",B0CN926PG1,2025-07-10,1O-O788-ZCZU,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Papa, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler COG: 3,93 / Price: 19,98",B0CNTFTNT9,2025-07-10,MO-1909-MXZY,,,,,,,,,,,,,,,,,,,,6.0,
"NewEleven Gifts For Grandma - Grandma Gifts From Granddaughter, Grandson - Birthday Gift For Grandmother, Nana, Gigi, Mimi, Grammy From Grandchildren, Grandchild - 20 Oz Tumbler COG: 3,62 / Price: 17,98",B0CQ2K12H3,2025-07-10,RR-GSRH-DCUL,,,,,,,,,,,,,,,,,,,,12.0,
"NewEleven Fathers Day Gift For Grandpa - Grandpa Gifts From Granddaughter, Grandson - Unique Birthday Present Ideas For Grandfather, New Granddad, Promoted To Granddad, Grandchildren - 20 Oz Tumbler COG: 3,48 / Price: 19,98",B0CQ4X98YF,2025-07-10,IW-TRN7-KQLA,1.0,1.0,1299.0,,,,,10000.0,,-1734.0,-63.0,-348.0,-1413.0,-1413.0,-1065.0,-10878.0,-40603.0,,,11.0,909.0
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98",B0CQJZP6TK,2025-07-10,FJ-K5JP-AWYT,29.0,,28971.0,-5.0,-5325.0,-5325.0,,,,,-15657.0,-7482.0,7.0,7.0,7489.0,2.0,9.0,,1838.0,170.0,1706.0
"NewEleven Fathers Day Gift For Him - Birthday Gifts For Men, Funny Gift For Dad, Husband, Grandpa, Uncle, Old Men - Cool Gifts For Dad From Daughter, Son – 20 Oz Tumbler COG: 3,47 / Price: 19,98",B0CRDFWF44,2025-07-10,A5-0R5N-261B,3.0,,4794.0,-79.0,,,,,100.0,347.0,-2024.0,-1041.0,1997.0,1997.0,2691.0,4166.0,19183.0,,,20.0,1500.0
"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass COG: 2,81 / Price: 14,98",B0CRKQR2KF,2025-07-10,C6-OPZ3-4B3S,3.0,,2847.0,,-798.0,-798.0,,,100.0,281.0,-1602.0,-843.0,-115.0,-115.0,447.0,-404.0,-1364.0,,2803.0,65.0,462.0
"NewEleven Gifts For Grandma - Grandmother Birthday Gifts, Gift for Grandma From Granddaughter Grandson - Presents For Nana, Gigi, Mimi, Grammy, New Grandmother - 20 Oz Tumbler COG: 3,5 / Price: 16,98",B0CRKR75LJ,2025-07-10,XF-QHNV-2YN6,2.0,,1998.0,,,,,,,,-1006.0,-7.0,292.0,292.0,992.0,1461.0,4171.0,,,16.0,1250.0
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98",B0CRVTN11L,2025-07-10,Y1-7KOS-V5KR,53.0,1.0,68054.0,-128.0,-18561.0,-18561.0,,189.0,,-1387.0,-37661.0,-1484.0,-4523.0,-4523.0,10317.0,-665.0,-3048.0,,2727.0,321.0,1651.0
"NewEleven Birthday Gifts For Women - Funny Gag Gifts Ideas For Mom, Grandma, Wife, Her, Sister, Coworker - 40th 50th 60th 70th 80th Birthday Gifts For Women – 20 Oz Tumbler COG: 3,48 / Price: 15,98",B0CT8JTMF8,2025-07-10,T3-8QDV-BD6U,,,,,,,,,,,,,,,,,,,,16.0,
"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Party Decorations - Coworker Leaving Gifts, Farewell Gift, Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,41 / Price: 23,98",B0CWNTN1JN,2025-07-10,XL-MR6A-RPZ5,1.0,,1798.0,,,,,,,,-834.0,-441.0,523.0,523.0,964.0,2909.0,11859.0,,,75.0,133.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Aunts, Sister - Aunts Birthday Gift, Auntie Announcement, Promoted To Auntie, Best Aunties Ever - 20 Oz Tumbler COG: 3,56 / Price: 14,98",B0CWTR4RFZ,2025-07-10,KH-DRF5-O4UX,3.0,,4794.0,-16.0,,,,,,,-2011.0,-1068.0,1555.0,1555.0,2623.0,3244.0,14560.0,,,9.0,3333.0
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Father, Husband - Gifts For Father, New Dad, Bonus Papa, Husband, Uncle From Daughter, Son Mug with Lid - 14 Oz Tumbler COG: 4,17 / Price: 22,98",B0CXXG46HR,2025-07-10,TF-FGX1-1AVQ,,,,,,,,,,,,,,,,,,,,13.0,
"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass COG: 2,55 / Price: 15,98",B0CXXJ751C,2025-07-10,7X-5K3W-K6CS,4.0,,5432.0,-8.0,-1356.0,-1356.0,,,,,-3032.0,-102.0,-56.0,-56.0,964.0,-103.0,-549.0,,2496.0,43.0,930.0
"NewEleven Trucker Cap for Men, Dad, Husband, Fisherman – Funny Fishing Hat, Trucker Hat Birthday Present for Him, Father, Guys Who Love Fishing COG: 2,67 / Price: 17,98",B0CY4G9VSR,2025-07-10,BP-B33W-HG8K,13.0,,18774.0,,,,,,,,-9724.0,-3471.0,5579.0,5579.0,905.0,2972.0,16073.0,,,71.0,1831.0
"NewEleven Gifts For Him, Men - Fishing Gifts For Men, Dad, Cup Gift For Fisherman, Father - Dad Birthday Gift From Wife, Kids - 20 Oz Tumbler COG: 3,41 / Price: 17,98",B0CY4HY9KC,2025-07-10,KK-1KUK-ZBSZ,3.0,,4794.0,,,,,,,,-2037.0,-1023.0,1734.0,1734.0,2757.0,3617.0,16950.0,,,9.0,3333.0
"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler COG: 3,66 / Price: 17,98",B0CY4MC1GJ,2025-07-10,YJ-23CQ-KDB5,9.0,,13482.0,,,,,,,,-6327.0,-3294.0,3861.0,3861.0,7155.0,2864.0,11721.0,,,44.0,2045.0
"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass COG: 2,1 / Price: 15,98",B0CYPT8HM7,2025-07-10,C9-FSMU-8JV2,5.0,,5694.0,,-2397.0,-2397.0,,,,,-3083.0,-105.0,-836.0,-836.0,214.0,-1468.0,-7962.0,,4210.0,32.0,1563.0
"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Forties Era Glass - 16 Oz Coffee Glass COG: 2,61 / Price: 15,98",B0CYPWBV21,2025-07-10,SB-QEC6-U9NU,2.0,,1998.0,,-27.0,-27.0,,,,,-1156.0,-522.0,50.0,50.0,572.0,250.0,958.0,,1351.0,27.0,741.0
