Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),Sponsored Display,% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage
"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card COG: 0,39 / Price: 6,99",B0FC5XQTBQ,2025-08-10,1A-JRBV-8HH8,7.0,,4893.0,,-696.0,-696.0,,,,,-2414.0,-273.0,1510.0,1510.0,1783.0,3086.0,55311.0,,1422.0,14.0,5000.0
"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card COG: 0,39 / Price: 7,99",B0FC6158DB,2025-08-10,6B-3XRW-U6OQ,3.0,,2397.0,,,,,,,,-1083.0,-117.0,1197.0,1197.0,1314.0,4994.0,,,,31.0,968.0
"NewEleven Gifts For Husband - Husband Birthday Gift, Christian Gift For Him, Husbands - Anniversary Present For Him Hubby From Wife, Her - Decorative Glass Scripture Jar With 92 Bible Verse COG: 0 / Price: 17,98",B0FC61VF9P,2025-08-10,5Y-ELMB-DGUB,6.0,,10788.0,-54.0,-10078.0,-10078.0,,,,,-4032.0,,-3862.0,-3862.0,-3862.0,-3580.0,,,9342.0,72.0,833.0
"NewEleven Best Friend Gift - Funny Card, Best Friend Birthday Gifts For Women, Her, Girls - Bestie Present, Meaningful Gift From Friends - Greeting Card COG: 0,39 / Price: 4,99",B0FC62VRRC,2025-08-10,OF-YAJT-Y5A4,,,,,,,,,,,,,,,,,,,,10.0,
"NewEleven Dog Mom Gifts For Women - Funny Dog Dad Gift, Cute Card For Dog Lover - Birthday Cards, Dog Dad Gifts For Men From Wife, Her, Friend - Greeting Card COG: 0,39 / Price: 6,99",B0FC65Z1KQ,2025-08-10,ZM-69AN-C3J3,1.0,,699.0,,-457.0,-457.0,,,,,-345.0,-39.0,-142.0,-142.0,-103.0,-2031.0,-36410.0,,6538.0,8.0,1250.0
"NewEleven Gift For Boss - Thank You Boss Gifts For Women, Men, Leader - Meaningful Present, Appreciation Gifts For Boss From Coworker, Staff - Greeting Card COG: 0,39 / Price: 5,99",B0FC65ZB93,2025-08-10,S6-VP1K-5XOQ,,,,,,,,,,,,,,,,,,,,11.0,
"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card COG: 0,39 / Price: 7,99",B0FC686CQV,2025-08-10,27-N5JD-WKOZ,4.0,,3196.0,,,,,,,,-1444.0,-156.0,1596.0,1596.0,1752.0,4994.0,,,,19.0,2105.0
"NewEleven Farewell Gifts For Coworkers - Coworker Leaving Gifts For Women, Goodbye Gift Card, Going Away Gift For Colleague, Work Bestie - Greeting Card COG: 0,39 / Price: 5,99",B0FC68NMQ2,2025-08-10,UO-G2CF-RBYF,1.0,,599.0,,,,,,,,-328.0,-39.0,232.0,232.0,271.0,3873.0,59487.0,,,27.0,370.0
"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card COG: 0,39 / Price: 7,99",B0FC69GZW9,2025-08-10,W6-C0RK-V9ZB,8.0,,5592.0,-35.0,-2435.0,-2435.0,,,,,-2754.0,-312.0,56.0,56.0,368.0,100.0,1795.0,,4354.0,49.0,1633.0
"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card COG: 0,39 / Price: 5,99",B0FC69Q8BS,2025-08-10,ZB-KCAW-W2E3,1.0,,699.0,,,,,,,,-345.0,-39.0,315.0,315.0,354.0,4506.0,80769.0,,,16.0,625.0
"NewEleven Retirement Gift For Woman - Retirement Card For Women, Men, Boss - Funny Retirements Gifts For Men, Farewell Gifts For Coworkers From Work Bestie, Colleague - Greeting Card COG: 0,39 / Price: 5,99",B0FC69R4PK,2025-08-10,A9-HSHI-ATQO,6.0,1.0,3594.0,-3.0,-216.0,-216.0,,1667.0,,-52.0,-1964.0,-234.0,-1314.0,-1314.0,-108.0,-3656.0,-56154.0,,6010.0,33.0,1818.0
"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card COG: 0,39 / Price: 7,99",B0FC69XTZ9,2025-08-10,B4-IRKZ-AKKE,11.0,,8789.0,,-4809.0,-4809.0,,,,,-3969.0,-429.0,-418.0,-418.0,11.0,-476.0,-9744.0,,5472.0,72.0,1528.0
"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card COG: 0,39 / Price: 5,99",B0FC6B7XH2,2025-08-10,XL-UV7U-G4EA,4.0,,2396.0,-6.0,,,,,,,-1303.0,-156.0,877.0,877.0,1033.0,3660.0,56218.0,,,18.0,2222.0
"NewEleven Teacher Thank You Cards - Teachers Appreciation Gifts, Heartfelt Messeage, Meaningful Thank You Teacher Gifts From Student, Kids - Greeting Card COG: 0,39 / Price: 4,99",B0FC6CL2XN,2025-08-10,DM-O5C7-TN8L,,,,,-242.0,-242.0,,,,,,,-242.0,-242.0,-242.0,,,,,14.0,
"NewEleven Thank You Cards - Teacher Appreciation Gifts, Thanks You Present For Friend, Teacher, Boss - Thank You Gifts For Women, Men From Bestie, Family, Colleague - Greeting Card COG: 0,39 / Price: 4,99",B0FC6CNPQK,2025-08-10,4R-QNTR-6X4P,,,,,,,,,,,,,,,,,,,,16.0,
"NewEleven Cat Mom Gifts For Women - Cat Birthday Card, Funny Gift For Cat Lover, Cat Mom, Her - Cat Lover Gifts For Women From Friend, Family - Greeting Card COG: 0,39 / Price: 6,99",B0FC6CY15S,2025-08-10,5P-CAQZ-6FK5,2.0,,1398.0,,-699.0,-699.0,,,,,-69.0,-78.0,-69.0,-69.0,9.0,-494.0,-8846.0,,5000.0,12.0,1667.0
"NewEleven Gifts For Mom - Heartfelt Message, Birthday Card For Mom From Daughter, Son, Kids - Meaningful Gift, Unique Present For Mother - Greeting Card COG: 0,39 / Price: 5,99",B0FC6DJMD9,2025-08-10,1E-URHL-R626,2.0,,1198.0,,,,,,,,-656.0,-78.0,464.0,464.0,542.0,3873.0,59487.0,,,19.0,1053.0
"NewEleven Wedding Gifts For Couples 2025 - Heartfelt Message, Meaningful Wedding Card For Bride, Groom - Newly Wed Gifts For The Couple From Friend, Family - Greeting Card COG: 0,39 / Price: 5,99",B0FC6DL8X8,2025-08-10,XK-EXGK-T2H0,,,,,,,,,,,,,,,,,,,,17.0,
"NewEleven Funny Retirement Gifts For Men - Farewell Gifts For Coworkers, Funny Present For Boss, Colleague - Retirement Card For Men From Friend, Work Bestie - Greeting Card COG: 0,39 / Price: 5,99",B0FC6DMH5L,2025-08-10,7P-OJZF-5789,,,,,-24.0,-24.0,,,,,,,-240.0,-240.0,-24.0,,,,,14.0,
"NewEleven Wedding Gifts For Couples 2025 - Funny Wedding Card For Bride And Groom, Newly Wed Gifts For Couple - Meaningful Present From Friend And Family - Greeting Card COG: 0,39 / Price: 4,99",B0FC6DQZCQ,2025-08-10,DP-MOZ6-JMS1,2.0,,998.0,-5.0,,,,,,,-614.0,-78.0,256.0,256.0,334.0,2565.0,32821.0,,,32.0,625.0
"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card COG: 0,39 / Price: 6,99",B0FC6FNMMD,2025-08-10,TU-XEZX-HS89,1.0,,699.0,,,,,,,,-345.0,-39.0,315.0,315.0,354.0,4506.0,80769.0,,,13.0,769.0
"NewEleven Birthday Gifts for Women - Thank You Present, Christian Gifts for Women, Mom, Teacher - Inspirational Gift for Coworker - Handmade Positive Sunflower Doll Crochet with Card COG: 0 / Price: 9,99",B0FCLHRJ36,2025-08-10,0M-ATAJ-MC5Y,2.0,,1998.0,,-518.0,-518.0,,,,,-956.0,,524.0,524.0,524.0,2623.0,,,2593.0,24.0,833.0
"NewEleven Gifts For Mom - Gifts For Mother, Women, Wife - Funny Best Birthday Gift Ideas For Wife, New Mama, Bonus Mama, Mom To Be, Mother In Law - 12 Oz Tumbler COG: 3,76 / Price: 15,98",B07Y7ZQ265,2025-08-11,F1-10S9-NASK,,,,,,,,,,,,,,,,,,,,11.0,
"NewEleven Fathers Day Gift For Dad From Daughter, Son, Kids - Birthday Gift For Dad, Husband, Men - Best Present Idea For Father, Husband, Bonus Father From Daughter, Son, Wife - 20 Oz Tumbler COG:  / Price: 0",B088GX79HT,2025-08-11,,,,,,,,,,,,1453.0,,1453.0,1453.0,1453.0,,,,,2.0,
"NewEleven 40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12 Oz Tumbler COG: 3,87 / Price: 14,99",B089QFK8NV,2025-08-11,6O-P3K0-CFHN,2.0,,2998.0,,,,,,,,-1329.0,-774.0,895.0,895.0,1669.0,2985.0,11563.0,,,16.0,1250.0
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 16,98",B089QFYLFB,2025-08-11,XH-ELQT-PEJ2,13.0,1.0,25974.0,-2.0,-2912.0,-2912.0,,769.0,,-1734.0,-9651.0,-4407.0,7070.0,7070.0,11477.0,2722.0,16043.0,,1121.0,33.0,3939.0
"NewEleven Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron COG: 3,92 / Price: 15,98",B08CDFWN1Q,2025-08-11,T7-POTQ-PD13,1.0,,1598.0,,,,,,,,-637.0,-392.0,569.0,569.0,961.0,3561.0,14515.0,,,15.0,667.0
"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler COG: 3,31 / Price: 19,98",B08R8PXYL6,2025-08-11,ZG-6MPB-F5JV,6.0,,11988.0,,-3098.0,-3098.0,,,,,-4469.0,-1986.0,2435.0,2435.0,4421.0,2031.0,12261.0,,2584.0,42.0,1429.0
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98",B08R8R2LQF,2025-08-11,JC-JMFX-W7IY,11.0,,25278.0,,-3654.0,-3654.0,,,,,-8754.0,-4631.0,8239.0,8239.0,1287.0,3259.0,17791.0,,1446.0,30.0,3667.0
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Men Women - Gifts For Women Turning 50-50 Year Old Gift For Men, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 4,65 / Price: 14,99",B08R8SW1NM,2025-08-11,IW-9AEL-FYY3,,,,,,,,,,,,,,,,,,,,7.0,
"NEWELEVEN Coworker Leaving Gift - Farewell, Going Away, New Job, Goodbye, Good Luck for Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler COG: 4,76 / Price: 19,98",B08Y8RZRHG,2025-08-11,31-PNFY-F78S,1.0,,1998.0,,,,,,,,-745.0,-476.0,777.0,777.0,1253.0,3889.0,16324.0,,,8.0,1250.0
NewEleven 20 Oz Tumbler - Christmas Gifts for Dad from Kids COG:  / Price: 0,B08ZKZ1FJK,2025-08-11,,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler COG: 4,14 / Price: 22,98",B08ZRWW1W4,2025-08-11,A6-H1II-ZKFG,14.0,,32172.0,,-6911.0,-6911.0,,,,,-11136.0,-5796.0,8329.0,8329.0,14125.0,2589.0,14370.0,,2148.0,67.0,2090.0
"NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron COG: 3,54 / Price: 15,98",B08ZYGT8SH,2025-08-11,QV-HPXT-L8DT,3.0,,4794.0,,-154.0,-154.0,,,,,-2273.0,-1062.0,-81.0,-81.0,981.0,-169.0,-763.0,,3212.0,28.0,1071.0
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler COG: 4,63 / Price: 19,98",B092HNBJT6,2025-08-11,W7-BHYY-1NZC,3.0,,5994.0,,-3722.0,-3722.0,,,,,-2235.0,-1389.0,-1352.0,-1352.0,37.0,-2256.0,-9734.0,,6210.0,57.0,526.0
"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grampa, Promoted To Grandfather, Grandchildren, Grandkid - 20 Oz Tumbler COG: 4,77 / Price: 19,98",B094CFGN42,2025-08-11,DW-NMEH-X37K,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Retirement Gifts For Woman 2025 - Retired Gift For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler COG: 5,1 / Price: 17,98",B095S16WV3,2025-08-11,VG-MZ2S-KBWR,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts For Him, Men - Gift For Men, Women, Dad, Husband, Friend - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker - 20 Oz Tumbler COG: 4,04 / Price: 16,98",B0978WGWY4,2025-08-11,BJ-VG4K-QQW3,,,,,,,,,,,,,,,,,,,,15.0,
"NewEleven Gift For Brother From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler COG: 4,4 / Price: 19,98",B09792XF8F,2025-08-11,CC-VIYV-1LFP,5.0,,999.0,,,,,,,,-3925.0,-22.0,3865.0,3865.0,6065.0,3869.0,17568.0,,,16.0,3125.0
"NewEleven Gifts For Mom From Daughter, Son, Kids - Unique Birthday Gift For Mom Wife, New Mother, Bonus Mama, Pregnant Mama - Funny Gifts Ideas For Mum - 20 Oz Tumbler COG: 4,2 / Price: 16,98",B097B9H21P,2025-08-11,YP-SEHP-8NOP,1.0,,1698.0,,,,,,,,-696.0,-42.0,582.0,582.0,1002.0,3428.0,13857.0,,,17.0,588.0
"NewEleven Christmas Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gifts - Birthday Present Ideas For Father, Husband, New Dad, Bonus Dad From Daughter, Son - 20 Oz Tumbler COG:  / Price: 0",B097B9SY89,2025-08-11,,,1.0,,,,,,,,-1924.0,,,-1924.0,-1924.0,-1924.0,,,,,1.0,
"NewEleven Gift For Uncle From Niece, Nephew - Funny Unkie Gift, Uncle Birthday Gifts - Best Present For New Uncles, Funcle, Unky Announcement - 20 Oz Tumbler COG: 4,29 / Price: 19,98",B097H6PJCN,2025-08-11,C5-L2Z6-TAT4,,,,,,,,,,,,,,,,,,,,6.0,
"Neweleven Replacement Lid For 20 Oz NewEleven Tumbler - Pack of 2 lids COG: 0,96 / Price: 9,98",B0995JRMHP,2025-08-11,O1-FU7J-W72I,1.0,,998.0,,,,,,,,-456.0,-96.0,446.0,446.0,542.0,4469.0,46458.0,,,1.0,10000.0
"NewEleven Bird Watching Gifts, Gifts For Bird Lovers - Gift For Men Women - Funny Birding Gift For Birders, Birds Watchers, Birb Lovers, Men, Women, Friends - 20 Oz Tumbler COG: 4,78 / Price: 22,98",B09S9PGL4T,2025-08-11,UD-JSC7-HVGH,2.0,,4596.0,,,,,,,,-159.0,-956.0,2050.0,2050.0,3006.0,4460.0,21444.0,,,3.0,6667.0
"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts COG: 4,44 / Price: 19,98",B09XDFF8FF,2025-08-11,HR-LSGT-JYQH,2.0,,3996.0,,-301.0,-301.0,,,,,-157.0,-888.0,1237.0,1237.0,2125.0,3096.0,13930.0,,753.0,139.0,144.0
"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler COG: 4,82 / Price: 19,98",B09XDFLNR8,2025-08-11,74-78DN-W52B,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler COG: 4,34 / Price: 19,98",B09XXP5V2W,2025-08-11,FL-GKXG-L8RH,,,,,,,,,100.0,434.0,1623.0,,2057.0,2057.0,1623.0,,,,,13.0,
"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler COG: 4,48 / Price: 19,98",B09YCTFXYV,2025-08-11,KG-HY7Y-VD9N,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gift, Goodbye, Good Luck Presents For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler COG: 4,46 / Price: 19,98",B09ZYBDMZ1,2025-08-11,Y3-JOZK-KF6U,1.0,,1998.0,,,,,,,,-745.0,-446.0,807.0,807.0,1253.0,4039.0,18094.0,,,49.0,204.0
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler COG: 4,22 / Price: 19,98",B09ZYCD6GX,2025-08-11,1Q-FSNP-VBED,3.0,,5994.0,,,,,,,,-951.0,-1266.0,3777.0,3777.0,5043.0,6301.0,29834.0,,,18.0,1667.0
"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Gift - Coworker Leaving Gift, Farewell Gifts, Goodbye Presents For Coworkers, Friends - 12 Oz Tumbler COG: 3,73 / Price: 22,98",B0B2WGL9ZW,2025-08-11,DI-F7I2-E7AK,2.0,,4596.0,,,,,,50.0,373.0,-159.0,-746.0,2633.0,2633.0,3006.0,5729.0,35295.0,,,18.0,1111.0
"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler COG: 3,99 / Price: 22,98",B0B9RLH8RV,2025-08-11,HB-YPM1-SCJA,,,,,,,,,,,,,,,,,,,,8.0,
"NEWELEVEN 16 Oz Coffee Glass - Mama Needs Coffee - Transparent Glass - Reusable - 16 oz - Casual - Cold Drinks - Christmas, Mother's Day, Birthday - 1 Count COG: 2,55 / Price: 16,99",B0B9SF2R4R,2025-08-11,SB-OEYK-4VNP,5.0,,8495.0,,,,,,,,-3897.0,-1275.0,3323.0,3323.0,4598.0,3912.0,26063.0,,,9.0,5556.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Aunts Birthday Gift - Announcement, Promoted To Aunty, Best Auntie Ever - 16 Oz Coffee Glass COG: 2,33 / Price: 12,98",B0BC8SB3Y4,2025-08-11,DT-HT71-4QRG,2.0,,2596.0,,,,,,,,-141.0,-466.0,720.0,720.0,1186.0,2773.0,15451.0,,,19.0,1053.0
"NewEleven Gifts For Sister - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sister, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,04 / Price: 15,98",B0BC8WBYW7,2025-08-11,U3-HSBK-1RJI,1.0,,1598.0,,,,,,,,-754.0,-204.0,640.0,640.0,844.0,4005.0,31373.0,,,1.0,10000.0
"NewEleven Gifts For Mom - Present For Mom From Daughter, Son, Kids - Unique Birthday Gifts For Mother, New Mom, Mommy, Pregnancy - 16 Oz Coffee Glass COG: 2,82 / Price: 13,99",B0BHWDNYVL,2025-08-11,CW-5CAB-L7CZ,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Present For Her, Female, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass COG: 2,29 / Price: 15,98",B0BRB5SPYZ,2025-08-11,25-YAS2-RJHI,1.0,,1598.0,,,,,,,,-719.0,-229.0,650.0,650.0,879.0,4068.0,28384.0,,,9.0,1111.0
"NewEleven Gifts For Sister - Unique Birthday Present For Soul Sister, Big, Little Sis, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,03 / Price: 15,98",B0BRB6J55H,2025-08-11,OW-SAUE-CM7G,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass COG: 2,42 / Price: 14,98",B0BRB6NJCT,2025-08-11,MF-GYAU-GTQX,3.0,,4494.0,,,,,,100.0,242.0,-2107.0,-726.0,1903.0,1903.0,2387.0,4235.0,26212.0,,,40.0,750.0
"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Gift, Engagement Presents For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass COG: 2,18 / Price: 13,98",B0BRCCZLL8,2025-08-11,63-QY4L-OED4,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Christmas Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Gift For Women, Friend, Female, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass COG:  / Price: 0",B0BRCDZRSP,2025-08-11,,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Gifts For Dog Lovers, Dogs Owners, Dog Moms, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gift For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass COG: 2,13 / Price: 9,99",B0BRCG7S9H,2025-08-11,2R-X9LF-IOEW,4.0,,3996.0,,,,,,,,-2172.0,-852.0,972.0,972.0,1824.0,2432.0,11408.0,,,14.0,2857.0
"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass COG: 2 / Price: 9,99",B0BRCJ5VYH,2025-08-11,CZ-V369-AMB3,6.0,,5994.0,,,,,,,,-3744.0,-12.0,1050.0,1050.0,225.0,1752.0,8750.0,,,23.0,2609.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass COG: 2,23 / Price: 15,98",B0BYCT1SRJ,2025-08-11,LH-BSSY-KKX9,6.0,,9588.0,,-4278.0,-4278.0,,,,,-4576.0,-1338.0,-604.0,-604.0,734.0,-630.0,-4514.0,,4462.0,30.0,2000.0
"NewEleven Gifts For Nurse - Nurse Gifts For Women - Caregiver Appreciation Gift, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass COG: 2,48 / Price: 9,99",B0BYDBW7PH,2025-08-11,IP-TZ2U-AFMB,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass COG: 2,25 / Price: 12,98",B0BYDDFNBD,2025-08-11,BC-HKBD-KBAM,2.0,,2596.0,,,,,,,,-1428.0,-45.0,718.0,718.0,1168.0,2766.0,15956.0,,,15.0,1333.0
"NewEleven Cute Glass Coffee Cups With Lids And Straw – Aesthetic Cups – Iced Coffee Cup, Coffees Tumbler – Galentines Gifts For Women, Coffees Lover - 16 Oz Coffee Glass COG: 2,33 / Price: 14,98",B0C1BS7BV8,2025-08-11,8N-VAIO-VFH3,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven Cute Cups With Lids And Straw – Aesthetic Cups – Iced Java Cup, Coffee Tumbler, Glass Tumbler – Galentines Gifts For Women, Java Lover - 16 Oz Coffee Glass COG: 2,86 / Price: 12,34",B0C1C1F4M4,2025-08-11,Z2-BJ5R-5S3M,,,,,,,,,,,,,,,,,,,,6.0,
"NewEleven Gifts For Women - Stuff For Sloth Lovers - Cute Funny Birthday Gifts For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee Glass COG: 2,37 / Price: 14,98",B0C23XHCN1,2025-08-11,ZE-FHJ1-JZZW,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Penguin Gifts For Women - Penguin Stuff For Pengy Lovers - Cute Funny Birthday Gift, Gift For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee Glass COG: 2,17 / Price: 14,98",B0C23Y5ZYH,2025-08-11,TU-6PXW-EYJS,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts For Her - Cow Gifts For Women - Stuff For Cow Lovers - Cute Funny Birthday Gift For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee COG: 2,29 / Price: 14,98",B0C242DYT4,2025-08-11,OX-EHPQ-U3LT,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler COG: 4,02 / Price: 19,98",B0C3CW184G,2025-08-11,L6-4LV1-54DE,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass COG: 2,25 / Price: 16,98",B0C9BZRC4K,2025-08-11,YM-PHWT-7K9Y,8.0,,13584.0,,-2794.0,-2794.0,,,,,-5802.0,-18.0,3188.0,3188.0,4988.0,2347.0,17711.0,,2057.0,22.0,3636.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler COG: 3,83 / Price: 15,98",B0C9D2PHMH,2025-08-11,GX-USB4-E6T8,2.0,,3196.0,-16.0,,,,,,,-1732.0,-383.0,921.0,921.0,1304.0,2882.0,24047.0,,,5.0,4000.0
"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass COG: 2,17 / Price: 14,98",B0CBJQZCFY,2025-08-11,2D-H3QH-UR6F,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass COG: 2,33 / Price: 9,99",B0CBJR253J,2025-08-11,DM-ZO4D-MA58,5.0,,4995.0,-21.0,,,,,,,-2679.0,-1165.0,941.0,941.0,2106.0,1884.0,8077.0,,,15.0,3333.0
